,id,neighbourhood_cleansed
7445,33908056,Palacio
7446,33919776,Universidad
7447,33920503,Lista
7448,33921059,Almagro
7449,33921583,Palacio
7450,33950483,Cortes
7451,33951615,Cortes
7452,33953923,Universidad
7453,33954104,Embajadores
7454,33956377,Argüelles
7455,33960071,Valdeacederas
7456,33962295,Guindalera
7457,33969451,Sol
7458,33979952,Vinateros
7459,33980088,Pacífico
7460,33988038,Gaztambide
7461,33988312,Canillejas
7462,33988704,Palacio
7463,33992175,Embajadores
7464,34006106,Prosperidad
7465,34016925,Embajadores
7466,34019259,Los Rosales
7467,34029782,Embajadores
7468,34041869,Pacífico
7469,34050321,Palacio
7470,34051857,Concepción
7471,34053511,Gaztambide
7472,34056019,Universidad
7473,34056883,Palacio
7474,34071040,Moscardó
7475,34072266,Palacio
7476,34073014,Cortes
7477,34075578,Ciudad Jardín
7478,34077814,Embajadores
7479,34079283,Cuatro Caminos
7480,34080760,Cuatro Caminos
7481,34081159,Palacio
7482,34081621,Ibiza
7483,34101923,Almagro
7484,34109147,San Diego
7485,34112118,Castillejos
7486,34123888,Castillejos
7487,34132865,Rosas
7488,34133380,Universidad
7489,34135775,Fuente del Berro
7490,34138562,Rios Rosas
7491,34149687,Moscardó
7492,34151736,Cortes
7493,34162379,Palomeras Bajas
7494,34168267,Justicia
7495,34170295,Gaztambide
7496,34171087,Palacio
7497,34174083,Justicia
7498,34174828,Cortes
7499,34175411,Palacio
7500,34175754,Palacio
7501,34177679,Almendrales
7502,34179317,Justicia
7503,34179535,Palacio
7504,34198216,Vista Alegre
7505,34198850,Justicia
7506,34200558,Pradolongo
7507,34202423,Valdefuentes
7508,34221371,Castellana
7509,34223267,Universidad
7510,34247579,Pueblo Nuevo
7511,34263373,Almagro
7512,34268737,Embajadores
7513,34269758,Legazpi
7514,34277552,Rejas
7515,34283037,Canillejas
7516,34285181,Universidad
7517,34285838,Buenavista
7518,34285874,Buenavista
7519,34294163,Universidad
7520,34306844,Palos de Moguer
7521,34309334,Casco Histórico de Barajas
7522,34324312,Costillares
7523,34325521,Canillas
7524,34326895,Costillares
7525,34334802,Guindalera
7526,34334961,Puerta Bonita
7527,34337935,Canillejas
7528,34339600,Buenavista
7529,34346734,Embajadores
7530,34352115,Pinar del Rey
7531,34353268,Pinar del Rey
7532,34353310,Canillejas
7533,34354511,Hellín
7534,34354591,Valdezarza
7535,34367013,Rios Rosas
7536,34376725,Hispanoamérica
7537,34377097,Ventas
7538,34377763,Numancia
7539,34377899,Embajadores
7540,34378324,Almendrales
7541,34390261,Arapiles
7542,34390286,Arapiles
7543,34394043,Aluche
7544,34407740,Palacio
7545,34412460,Canillas
7546,34416178,Embajadores
7547,34416428,Embajadores
7548,34432672,Vista Alegre
7549,34443643,Cuatro Vientos
7550,34462793,Arapiles
7551,34462830,Justicia
7552,34466595,Entrevías
7553,34471505,Moscardó
7554,34487131,Niño Jesús
7555,34490476,Ventas
7556,34494408,Goya
7557,34494863,Palacio
7558,34495541,Aravaca
7559,34496046,Quintana
7560,34499420,Palacio
7561,34501041,San Diego
7562,34506493,Arapiles
7563,34507744,Embajadores
7564,34508810,Buenavista
7565,34509222,Comillas
7566,34517963,Cortes
7567,34521384,Bellas Vistas
7568,34522997,Canillejas
7569,34525371,Palacio
7570,34525762,Palacio
7571,34527714,Rosas
7572,34541749,Valdefuentes
7573,34542120,Buenavista
7574,34542800,Universidad
7575,34542906,Goya
7576,34545685,Orcasur
7577,34550604,Ventas
7578,34551767,San Pascual
7579,34552285,Embajadores
7580,34553709,Numancia
7581,34553809,Lucero
7582,34554879,Buenavista
7583,34555434,Aguilas
7584,34556398,Rios Rosas
7585,34557385,Almenara
7586,34557753,Argüelles
7587,34558684,Palos de Moguer
7588,34560393,Goya
7589,34560898,Rosas
7590,34563225,Castilla
7591,34563456,Trafalgar
7592,34563934,Goya
7593,34564940,Pinar del Rey
7594,34565545,Media Legua
7595,34565686,Gaztambide
7596,34566381,Simancas
7597,34566779,Goya
7598,34567264,San Juan Bautista
7599,34567716,Trafalgar
7600,34567826,Simancas
7601,34568392,Pueblo Nuevo
7602,34568397,Prosperidad
7603,34568403,Quintana
7604,34569100,Rosas
7605,34569192,Sol
7606,34570478,Imperial
7607,34572039,Universidad
7608,34575458,Aguilas
7609,34582508,Vinateros
7610,34582998,Imperial
7611,34583319,Peñagrande
7612,34583851,Berruguete
7613,34584559,Embajadores
7614,34584940,Embajadores
7615,34585545,Mirasierra
7616,34586026,Berruguete
7617,34586718,Alameda de Osuna
7618,34587572,Vallehermoso
7619,34587760,Justicia
7620,34588914,Rejas
7621,34589061,Arapiles
7622,34589352,San Pascual
7623,34589821,Rosas
7624,34590538,Vallehermoso
7625,34590867,Canillejas
7626,34591442,Marroquina
7627,34592373,Rios Rosas
7628,34592663,Peñagrande
7629,34592932,Castillejos
7630,34593122,Valdeacederas
7631,34593144,Cuatro Caminos
7632,34593245,Ciudad Jardín
7633,34593580,Universidad
7634,34593610,Ventas
7635,34594575,Valdeacederas
7636,34594600,Puerta del Angel
7637,34595319,San Diego
7638,34596436,Imperial
7639,34596493,Embajadores
7640,34596681,Palomeras Bajas
7641,34597531,Guindalera
7642,34597613,Simancas
7643,34597743,Embajadores
7644,34599187,Universidad
7645,34599290,Ventas
7646,34599892,Cortes
7647,34599909,Canillejas
7648,34599985,Delicias
7649,34600032,Rosas
7650,34600353,Universidad
7651,34600594,Arcos
7652,34600672,Almagro
7653,34601293,Embajadores
7654,34601798,Cármenes
7655,34602903,Hellín
7656,34608790,Ventas
7657,34609539,Rosas
7658,34609751,Universidad
7659,34610126,Peñagrande
7660,34610265,Puerta del Angel
7661,34611325,Ventas
7662,34611484,Universidad
7663,34612165,Pradolongo
7664,34612457,Universidad
7665,34612904,Fuente del Berro
7666,34613092,Arcos
7667,34613125,Prosperidad
7668,34613589,Universidad
7669,34613767,Castilla
7670,34613794,Sol
7671,34614302,Rosas
7672,34614626,Universidad
7673,34615232,Arapiles
7674,34615940,Pradolongo
7675,34616488,Berruguete
7676,34617246,Amposta
7677,34617381,Alameda de Osuna
7678,34617940,Canillejas
7679,34618911,Universidad
7680,34618997,Adelfas
7681,34619471,Imperial
7682,34620489,El Goloso
7683,34620542,Cuatro Caminos
7684,34620767,Simancas
7685,34621817,Canillas
7686,34621992,Embajadores
7687,34622883,Peñagrande
7688,34623195,Palacio
7689,34625291,Ventas
7690,34627115,Buenavista
7691,34627277,San Diego
7692,34630508,Palacio
7693,34631644,Embajadores
7694,34632148,Pueblo Nuevo
7695,34632929,Trafalgar
7696,34633434,Palacio
7697,34633719,Embajadores
7698,34633734,San Isidro
7699,34634175,Lista
7700,34634232,Universidad
7701,34635684,Valdefuentes
7702,34635866,Palomeras Bajas
7703,34636271,Canillas
7704,34636487,Palomeras Bajas
7705,34636625,Palacio
7706,34637203,Pueblo Nuevo
7707,34638714,Peñagrande
7708,34640500,Hispanoamérica
7709,34640744,Gaztambide
7710,34640920,Universidad
7711,34640966,Embajadores
7712,34642115,Casa de Campo
7713,34642459,Canillejas
7714,34643118,Rosas
7715,34643163,Simancas
7716,34643313,Puerta Bonita
7717,34643493,Numancia
7718,34644126,Rejas
7719,34645080,Pacífico
7720,34645331,Embajadores
7721,34645646,Ventas
7722,34647114,Universidad
7723,34647639,Costillares
7724,34648702,Embajadores
7725,34648990,Puerta Bonita
7726,34649189,Embajadores
7727,34649346,Nueva España
7728,34649659,Trafalgar
7729,34649770,Sol
7730,34649917,Canillejas
7731,34650027,Ciudad Jardín
7732,34650038,Ventas
7733,34650504,Imperial
7734,34651203,Universidad
7735,34660634,Quintana
7736,34660739,Lucero
7737,34660865,Rosas
7738,34661268,Castillejos
7739,34661765,Lista
7740,34662112,Cuatro Caminos
7741,34662636,Lista
7742,34664022,Cármenes
7743,34664532,Trafalgar
7744,34665094,Cuatro Caminos
7745,34665751,Trafalgar
7746,34668091,Valdemarín
7747,34668577,Peñagrande
7748,34669106,Lista
7749,34669471,Justicia
7750,34669511,Alameda de Osuna
7751,34669854,Canillejas
7752,34669939,Universidad
7753,34670621,Universidad
7754,34670835,Guindalera
7755,34671594,Universidad
7756,34672661,Castillejos
7757,34672755,Berruguete
7758,34672894,Lista
7759,34673791,Palacio
7760,34674163,Pacífico
7761,34674202,Rosas
7762,34674206,Peñagrande
7763,34675715,Arapiles
7764,34677502,Ciudad Jardín
7765,34677711,Sol
7766,34677908,Castillejos
7767,34678118,Rosas
7768,34679322,Canillejas
7769,34679977,Canillas
7770,34680215,Rosas
7771,34680955,Alameda de Osuna
7772,34681185,Palos de Moguer
7773,34681525,Castellana
7774,34683362,San Isidro
7775,34683464,Canillejas
7776,34683545,Ciudad Universitaria
7777,34684158,Universidad
7778,34686802,Alameda de Osuna
7779,34692471,San Pascual
7780,34695279,Ciudad Jardín
7781,34696102,Castillejos
7782,34697041,Castellana
7783,34697245,Embajadores
7784,34697332,Casco Histórico de Vicálvaro
7785,34697388,Sol
7786,34697419,Cuatro Caminos
7787,34698006,Castellana
7788,34698251,Marroquina
7789,34698877,Castellana
7790,34699929,Cuatro Caminos
7791,34702469,Abrantes
7792,34705190,Arcos
7793,34705197,Niño Jesús
7794,34705662,Arapiles
7795,34705800,Recoletos
7796,34706476,Pinar del Rey
7797,34706751,Vista Alegre
7798,34707071,Cortes
7799,34707598,Rosas
7800,34708113,Trafalgar
7801,34709398,Sol
7802,34711592,Palomeras Bajas
7803,34713449,Rejas
7804,34714322,Embajadores
7805,34716137,Universidad
7806,34716515,Peñagrande
7807,34716848,Chopera
7808,34717928,Lucero
7809,34720082,Salvador
7810,34725485,Embajadores
7811,34729177,Arcos
7812,34730250,Imperial
7813,34731046,Justicia
7814,34731205,Embajadores
7815,34731469,Valdefuentes
7816,34732572,Arapiles
7817,34732888,Ventas
7818,34733021,Palacio
7819,34733821,Cuatro Caminos
7820,34734214,Pueblo Nuevo
7821,34737688,Ventas
7822,34737871,Trafalgar
7823,34738146,Vallehermoso
7824,34738662,Embajadores
7825,34738867,Universidad
7826,34740835,Hispanoamérica
7827,34741388,Guindalera
7828,34742371,Pueblo Nuevo
7829,34743812,Recoletos
7830,34744751,Canillas
7831,34745318,Casco Histórico de Vallecas
7832,34747160,Trafalgar
7833,34747673,La Paz
7834,34749835,Universidad
7835,34751158,Embajadores
7836,34751190,Guindalera
7837,34751544,Numancia
7838,34751576,Embajadores
7839,34753122,Embajadores
7840,34759482,Prosperidad
7841,34762708,Embajadores
7842,34763904,Jerónimos
7843,34764120,Embajadores
7844,34766007,Palos de Moguer
7845,34766235,Pacífico
7846,34766382,Abrantes
7847,34766438,Adelfas
7848,34767374,San Juan Bautista
7849,34768278,Rosas
7850,34768515,Alameda de Osuna
7851,34768648,Lista
7852,34768663,Vallehermoso
7853,34769560,Palos de Moguer
7854,34770008,Cortes
7855,34770910,Embajadores
7856,34771105,Trafalgar
7857,34772870,Ventas
7858,34773899,Palacio
7859,34774177,Ventas
7860,34774661,Embajadores
7861,34775860,Rejas
7862,34777058,Sol
7863,34778646,Nueva España
7864,34780442,Embajadores
7865,34780775,Imperial
7866,34781019,Aguilas
7867,34781334,Guindalera
7868,34781453,Almagro
7869,34782163,Cortes
7870,34784736,San Diego
7871,34784845,Arapiles
7872,34791070,Rios Rosas
7873,34792915,Sol
7874,34796669,Rosas
7875,34797395,Rosas
7876,34798607,Ventas
7877,34800112,Palacio
7878,34800115,Puerta del Angel
7879,34800354,Palos de Moguer
7880,34801438,Concepción
7881,34802788,Alameda de Osuna
7882,34804578,Canillejas
7883,34804715,Justicia
7884,34804842,Casa de Campo
7885,34805121,Ibiza
7886,34805315,Rejas
7887,34805950,Salvador
7888,34806811,Pueblo Nuevo
7889,34807229,Sol
7890,34808364,Universidad
7891,34808705,Los Angeles
7892,34810084,Universidad
7893,34810971,Apostol Santiago
7894,34811354,Delicias
7895,34812107,Goya
7896,34812467,Rosas
7897,34813103,Goya
7898,34813379,Simancas
7899,34813607,Berruguete
7900,34813683,Guindalera
7901,34814278,Almagro
7902,34814968,Simancas
7903,34815181,Imperial
7904,34815742,San Diego
7905,34815926,San Diego
7906,34816749,Piovera
7907,34823250,Justicia
7908,34823431,Opañel
7909,34825565,Palacio
7910,34825950,Ambroz
7911,34826607,Comillas
7912,34826962,Arcos
7913,34827304,Casco Histórico de Vallecas
7914,34832363,Valdefuentes
7915,34833275,Moscardó
7916,34834376,Valverde
7917,34835556,Castillejos
7918,34836238,Simancas
7919,34836774,Recoletos
7920,34837710,Zofío
7921,34837964,Palacio
7922,34837987,Rosas
7923,34838238,Vista Alegre
7924,34839756,Pradolongo
7925,34839817,Palacio
7926,34848772,Sol
7927,34849494,Universidad
7928,34850347,Gaztambide
7929,34850645,Delicias
7930,34851151,Palomas
7931,34851566,Aguilas
7932,34851597,Trafalgar
7933,34852152,Hellín
7934,34854208,Palomeras Sureste
7935,34854298,Valverde
7936,34854567,Argüelles
7937,34855273,Peñagrande
7938,34855415,Pradolongo
7939,34856051,Canillejas
7940,34856359,Cuatro Caminos
7941,34857325,Delicias
7942,34858408,Guindalera
7943,34858973,Universidad
7944,34859344,Portazgo
7945,34859973,Valverde
7946,34860454,Castellana
7947,34860516,Gaztambide
7948,34861366,Berruguete
7949,34861610,Cortes
7950,34861739,Pilar
7951,34861975,Rosas
7952,34862031,Rosas
7953,34862268,Ibiza
7954,34862450,Trafalgar
7955,34863094,Ciudad Universitaria
7956,34863768,El Viso
7957,34863945,Bellas Vistas
7958,34864495,Rosas
7959,34865525,Embajadores
7960,34875033,Universidad
7961,34876164,Embajadores
7962,34876208,Embajadores
7963,34877853,Imperial
7964,34880917,Pilar
7965,34881017,Concepción
7966,34881980,Palacio
7967,34882596,Arcos
7968,34883067,Concepción
7969,34886036,Simancas
7970,34888075,Vista Alegre
7971,34888358,Hellín
7972,34889475,Rios Rosas
7973,34889670,Justicia
7974,34889868,Apostol Santiago
7975,34889952,Sol
7976,34892404,Rosas
7977,34893384,Valdefuentes
7978,34894763,Arapiles
7979,34895653,Pueblo Nuevo
7980,34895668,Vallehermoso
7981,34896285,Sol
7982,34896772,Castellana
7983,34897239,Cortes
7984,34898021,Alameda de Osuna
7985,34898811,Pradolongo
7986,34899184,Sol
7987,34902185,Acacias
7988,34902845,Arcos
7989,34903490,Simancas
7990,34903956,Almagro
7991,34904218,Concepción
7992,34904445,Almagro
7993,34904859,Rios Rosas
7994,34907367,Alameda de Osuna
7995,34914479,Niño Jesús
7996,34914686,Amposta
7997,34916175,Cortes
7998,34916604,Pradolongo
7999,34917324,Trafalgar
8000,34917572,Acacias
8001,34917632,Cortes
8002,34918130,Puerta Bonita
8003,34919022,Casco Histórico de Vicálvaro
8004,34919642,Pacífico
8005,34920045,Simancas
8006,34922275,Sol
8007,34922960,Universidad
8008,34923255,Los Rosales
8009,34923291,Sol
8010,34924200,Ibiza
8011,34924837,Vista Alegre
8012,34925146,Simancas
8013,34926034,Sol
8014,34927870,Rejas
8015,34928393,El Viso
8016,34929784,Cortes
8017,34930020,Comillas
8018,34933116,Simancas
8019,34933122,Universidad
8020,34933851,Rejas
8021,34936272,Pueblo Nuevo
8022,34936361,Rosas
8023,34936451,Palomeras Bajas
8024,34938882,Puerta del Angel
8025,34940255,Cuatro Caminos
8026,34940468,Los Rosales
8027,34941079,Palos de Moguer
8028,34941329,Canillas
8029,34941394,Palos de Moguer
8030,34942943,Justicia
8031,34943527,Simancas
8032,34946049,Berruguete
8033,34951484,Hellín
8034,34952546,Cortes
8035,34953775,Cortes
8036,34955294,Castellana
8037,34956200,Universidad
8038,34956601,Justicia
8039,34958011,Guindalera
8040,34958704,Puerta del Angel
8041,34958903,Almagro
8042,34961800,Vista Alegre
8043,34963281,Universidad
8044,34965430,San Diego
8045,34965667,Valdefuentes
8046,34966581,Almendrales
8047,34966625,Cortes
8048,34966686,Pradolongo
8049,34967113,Goya
8050,34968221,Pueblo Nuevo
8051,34968722,Rosas
8052,34970236,Arcos
8053,34970298,Castellana
8054,34970786,Puerta del Angel
8055,34971208,Simancas
8056,34971393,Universidad
8057,34971868,Castellana
8058,34971869,Castellana
8059,34972620,Valdeacederas
8060,34972636,Universidad
8061,34973823,Rosas
8062,34973839,Valdeacederas
8063,34974364,Trafalgar
8064,34974444,Imperial
8065,34974648,Sol
8066,34975729,Puerta del Angel
8067,34986968,Canillejas
8068,34988066,Justicia
8069,34988657,Embajadores
8070,34988693,Universidad
8071,34988982,Embajadores
8072,34990141,Valdezarza
8073,34990295,Justicia
8074,34990851,Simancas
8075,34990983,Embajadores
8076,34991186,Comillas
8077,34991464,Marroquina
8078,34991694,Costillares
8079,34991945,Castillejos
8080,34992331,Canillejas
8081,34993715,Pinar del Rey
8082,34993849,Argüelles
8083,34994825,Universidad
8084,34996598,Embajadores
8085,34997116,Palacio
8086,34997154,Palos de Moguer
8087,34997346,Simancas
8088,34999045,Hispanoamérica
8089,34999772,Sol
8090,34999824,Canillejas
8091,35000252,Embajadores
8092,35000613,Embajadores
8093,35001357,Palacio
8094,35001524,Casco Histórico de Vallecas
8095,35001964,Rosas
8096,35002058,Casco Histórico de Vallecas
8097,35002177,Arcos
8098,35003359,Embajadores
8099,35003550,Palacio
8100,35004011,Rosas
8101,35004218,Quintana
8102,35004614,Canillas
8103,35004689,Universidad
8104,35005406,Recoletos
8105,35007673,Rosas
8106,35008926,Corralejos
8107,35011833,Salvador
8108,35017941,Universidad
8109,35018163,Rios Rosas
8110,35019558,Rosas
8111,35020477,Valdefuentes
8112,35022371,Alameda de Osuna
8113,35022582,El Viso
8114,35022928,Castillejos
8115,35023395,Niño Jesús
8116,35024270,Universidad
8117,35025485,San Isidro
8118,35026995,Palacio
8119,35028081,Rejas
8120,35028455,Hispanoamérica
8121,35029265,Canillejas
8122,35030766,Pradolongo
8123,35030885,Justicia
8124,35030943,Gaztambide
8125,35031260,Quintana
8126,35032138,Casco Histórico de Vallecas
8127,35032632,Simancas
8128,35033056,Valdeacederas
8129,35033111,Palomeras Sureste
8130,35034659,Rosas
8131,35035167,Nueva España
8132,35035282,Embajadores
8133,35036029,Simancas
8134,35037105,Opañel
8135,35038395,Comillas
8136,35038567,Casco Histórico de Barajas
8137,35038765,Arcos
8138,35038940,Almenara
8139,35039314,Canillejas
8140,35046982,Embajadores
8141,35049377,Canillas
8142,35049394,Puerta del Angel
8143,35049750,Canillas
8144,35050530,Ibiza
8145,35051067,Ibiza
8146,35051193,Pueblo Nuevo
8147,35051564,Nueva España
8148,35052115,Sol
8149,35053049,Palacio
8150,35053336,Lista
8151,35053848,Ibiza
8152,35054223,Aguilas
8153,35054497,Casco Histórico de Barajas
8154,35054960,Embajadores
8155,35055268,Cármenes
8156,35055564,Chopera
8157,35056456,Embajadores
8158,35056976,Canillejas
8159,35057330,Rosas
8160,35058496,Universidad
8161,35058668,Lista
8162,35058792,Argüelles
8163,35059019,Castellana
8164,35059462,Canillejas
8165,35059907,Arcos
8166,35061820,San Juan Bautista
8167,35062323,Simancas
8168,35062332,Comillas
8169,35062516,Embajadores
8170,35062758,Imperial
8171,35063755,Rosas
8172,35064752,El Viso
8173,35065843,Puerta del Angel
8174,35067184,Valdefuentes
8175,35070323,Universidad
8176,35074075,Chopera
8177,35075923,Universidad
8178,35077737,Delicias
8179,35078762,Simancas
8180,35078955,Sol
8181,35080825,Timón
8182,35081862,Rejas
8183,35081946,Bellas Vistas
8184,35085086,Argüelles
8185,35086955,Casco Histórico de Vicálvaro
8186,35086995,Hellín
8187,35087417,Goya
8188,35087653,Cármenes
8189,35087730,Palomeras Bajas
8190,35088242,Rosas
8191,35088559,Pacífico
8192,35088856,Pilar
8193,35089318,Orcasitas
8194,35089324,Vinateros
8195,35090181,Embajadores
8196,35090927,Rejas
8197,35091283,Rejas
8198,35092342,Simancas
8199,35098315,Canillas
8200,35101578,Imperial
8201,35103820,Canillejas
8202,35104372,Ciudad Universitaria
8203,35104452,Puerta del Angel
8204,35104520,Universidad
8205,35104800,Imperial
8206,35105960,Imperial
8207,35109071,Canillejas
8208,35110645,Rios Rosas
8209,35111514,Vallehermoso
8210,35111546,Guindalera
8211,35111945,Rosas
8212,35112852,San Pascual
8213,35113492,Justicia
8214,35113697,Trafalgar
8215,35114171,Palacio
8216,35114499,Entrevías
8217,35115240,Palacio
8218,35116189,Ibiza
8219,35117060,Prosperidad
8220,35118454,Ciudad Jardín
8221,35119449,Embajadores
8222,35119593,Cortes
8223,35119786,Almagro
8224,35120295,Embajadores
8225,35120468,Justicia
8226,35120529,Vallehermoso
8227,35121193,Argüelles
8228,35121302,Rosas
8229,35121463,Berruguete
8230,35121832,Cuatro Caminos
8231,35121887,Alameda de Osuna
8232,35121915,Pueblo Nuevo
8233,35122511,Buenavista
8234,35123419,Valdeacederas
8235,35124033,Orcasur
8236,35124286,Palacio
8237,35124327,Orcasur
8238,35124624,Orcasur
8239,35124786,Orcasur
8240,35124953,Orcasur
8241,35125203,Acacias
8242,35126047,Timón
8243,35126049,Alameda de Osuna
8244,35126955,Palomeras Bajas
8245,35132406,Pueblo Nuevo
8246,35132510,Hellín
8247,35135275,Almenara
8248,35135894,Hellín
8249,35137113,Goya
8250,35137335,Arcos
8251,35137476,La Paz
8252,35137896,Casco Histórico de Vicálvaro
8253,35137928,La Paz
8254,35139544,Simancas
8255,35139816,Arcos
8256,35140069,Palacio
8257,35140216,Embajadores
8258,35140309,Prosperidad
8259,35141367,Rosas
8260,35141670,Universidad
8261,35142861,Almendrales
8262,35144723,Prosperidad
8263,35144912,Canillejas
8264,35145957,Vista Alegre
8265,35146564,Casa de Campo
8266,35147123,Buenavista
8267,35147337,Ciudad Universitaria
8268,35147624,Simancas
8269,35148241,Embajadores
8270,35149095,Sol
8271,35149419,Canillejas
8272,35149673,Embajadores
8273,35149813,El Viso
8274,35150455,Pilar
8275,35150763,Pinar del Rey
8276,35151407,Justicia
8277,35151542,Palacio
8278,35153771,Palos de Moguer
8279,35153806,Ciudad Jardín
8280,35154524,Hellín
8281,35155173,Gaztambide
8282,35155733,Hellín
8283,35156393,San Andrés
8284,35157033,Lista
8285,35157149,Ciudad Jardín
8286,35157261,Embajadores
8287,35157587,El Viso
8288,35157883,Valdefuentes
8289,35158135,Gaztambide
8290,35158187,Recoletos
8291,35158853,Guindalera
8292,35159034,Arapiles
8293,35160022,San Pascual
8294,35160038,Universidad
8295,35160097,Fontarrón
8296,35160554,Embajadores
8297,35160899,Puerta del Angel
8298,35166709,Pinar del Rey
8299,35169232,Canillejas
8300,35169427,Rejas
8301,35172698,Castellana
8302,35173352,Berruguete
8303,35173600,Cuatro Caminos
8304,35174023,Rejas
8305,35174432,Cortes
8306,35175181,Rosas
8307,35175776,Palos de Moguer
8308,35175794,San Andrés
8309,35177106,Opañel
8310,35177239,Hispanoamérica
8311,35177488,San Pascual
8312,35178196,Hellín
8313,35178492,Arcos
8314,35178958,Rejas
8315,35179066,Canillejas
8316,35179201,Palacio
8317,35179676,Palos de Moguer
8318,35180905,Universidad
8319,35181139,Canillejas
8320,35181780,Buenavista
8321,35181818,Pueblo Nuevo
8322,35181843,Universidad
8323,35182184,Vallehermoso
8324,35183903,Rios Rosas
8325,35184308,Buenavista
8326,35184595,Los Angeles
8327,35185510,Goya
8328,35185989,Chopera
8329,35186519,Valdefuentes
8330,35186569,Pueblo Nuevo
8331,35187630,Trafalgar
8332,35188614,Embajadores
8333,35188889,Rios Rosas
8334,35190163,Simancas
8335,35190329,Quintana
8336,35190410,Guindalera
8337,35191872,San Pascual
8338,35191988,Recoletos
8339,35192136,Marroquina
8340,35192234,Universidad
8341,35192895,Canillejas
8342,35193153,Palos de Moguer
8343,35193438,Simancas
8344,35194535,Bellas Vistas
8345,35195027,Valverde
8346,35195094,Aguilas
8347,35195418,Vinateros
8348,35195433,Casco Histórico de Vallecas
8349,35195487,El Pardo
8350,35196754,Palacio
8351,35196758,Canillejas
8352,35209554,Rejas
8353,35209734,Orcasitas
8354,35210003,Palacio
8355,35210074,Castillejos
8356,35210337,Simancas
8357,35210615,San Andrés
8358,35211161,Simancas
8359,35211536,Universidad
8360,35212983,Vista Alegre
8361,35213361,Palacio
8362,35214081,Delicias
8363,35216048,Pueblo Nuevo
8364,35216136,Embajadores
8365,35216523,Valdefuentes
8366,35217087,Gaztambide
8367,35217732,Ibiza
8368,35218762,Rosas
8369,35218949,Vallehermoso
8370,35220138,Costillares
8371,35220866,Gaztambide
8372,35220885,Palos de Moguer
8373,35221419,Embajadores
8374,35222037,Arapiles
8375,35223836,Universidad
8376,35223947,Gaztambide
8377,35225459,Guindalera
8378,35226556,Canillejas
8379,35228798,Argüelles
8380,35228897,San Cristobal
8381,35229425,Ciudad Jardín
8382,35231357,Hellín
8383,35232722,Sol
8384,35233251,Palos de Moguer
8385,35234037,Almendrales
8386,35234868,Guindalera
8387,35238390,Simancas
8388,35244087,Vista Alegre
8389,35244215,Marroquina
8390,35245174,Bellas Vistas
8391,35245547,Universidad
8392,35245755,Aguilas
8393,35245802,Embajadores
8394,35246759,Simancas
8395,35247197,Casco Histórico de Vallecas
8396,35247749,Valdefuentes
8397,35247838,Embajadores
8398,35247996,Amposta
8399,35248005,Cuatro Caminos
8400,35248499,Arapiles
8401,35248706,Buenavista
8402,35248766,Delicias
8403,35249048,Campamento
8404,35250888,Valverde
8405,35251141,Canillejas
8406,35253301,Puerta Bonita
8407,35254078,Numancia
8408,35254753,Cortes
8409,35256259,Arcos
8410,35262240,Adelfas
8411,35263692,Casco Histórico de Vicálvaro
8412,35270541,Puerta del Angel
8413,35271191,Buenavista
8414,35273115,Ciudad Universitaria
8415,35274979,Abrantes
8416,35275428,Valdezarza
8417,35276983,El Viso
8418,35278052,La Paz
8419,35278987,Palacio
8420,35279099,Universidad
8421,35281230,La Paz
8422,35281297,Valdefuentes
8423,35281477,Vinateros
8424,35283016,Ventas
8425,35283234,San Cristobal
8426,35284144,Sol
8427,35285172,Aravaca
8428,35288625,Aguilas
8429,35304140,Pacífico
8430,35309375,Cortes
8431,35327933,Embajadores
8432,35329979,Universidad
8433,35330038,Quintana
8434,35332651,Guindalera
8435,35333060,Quintana
8436,35335238,Palacio
8437,35339573,Cortes
8438,35340773,Embajadores
8439,35356583,Zofío
8440,35358000,Vista Alegre
8441,35365249,Ibiza
8442,35368111,Palacio
8443,35372549,Berruguete
8444,35372888,Simancas
8445,35374416,Moscardó
8446,35379245,Embajadores
8447,35381267,Rios Rosas
8448,35381737,Universidad
8449,35383676,Vista Alegre
8450,35395282,Simancas
8451,35402026,Embajadores
8452,35402860,Justicia
8453,35403502,Goya
8454,35403529,Zofío
8455,35415498,Jerónimos
8456,35415776,Pacífico
8457,35423353,Vista Alegre
8458,35423558,Butarque
8459,35423821,Vista Alegre
8460,35424837,Vista Alegre
8461,35436490,Simancas
8462,35437665,Ibiza
8463,35439773,Opañel
8464,35441616,Universidad
8465,35444733,Gaztambide
8466,35451524,Ciudad Jardín
8467,35451529,Prosperidad
8468,35451740,San Diego
8469,35451746,San Diego
8470,35453455,Pacífico
8471,35453793,Bellas Vistas
8472,35454936,Arapiles
8473,35455872,Cortes
8474,35464332,Niño Jesús
8475,35478712,Goya
8476,35486599,Acacias
8477,35498659,Cármenes
8478,35504260,Cortes
8479,35510556,Rosas
8480,35511994,Portazgo
8481,35512382,Palomeras Bajas
8482,35512607,Palomeras Bajas
8483,35518098,Universidad
8484,35525129,Acacias
8485,35533988,Casco Histórico de Barajas
8486,35538319,Embajadores
8487,35539585,Pilar
8488,35544400,Estrella
8489,35561199,Berruguete
8490,35564674,Cuatro Caminos
8491,35568640,Salvador
8492,35569783,Concepción
8493,35587921,El Viso
8494,35588315,Cuatro Caminos
8495,35588971,Cuatro Caminos
8496,35589270,Justicia
8497,35591908,San Pascual
