,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate
17185,694189850764176664,Guesthouse in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,458549699,Clara,Centro,Embajadores,40.40936711452997,-3.6982455477118488,Private room,86,2,15,2023-05-22,1.61,3,332,15,0.09041095890410959
17186,694273574598648346,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,4197160,Antonio,Latina,Lucero,40.40435061615722,-3.753240955118794,Private room,44,2,9,2023-05-30,5.4,2,84,9,0.7698630136986301
17187,691107558484139823,Condo in Madrid · 1 bedroom · 1 bed · 1 bath,18624087,Nadine,Retiro,Ibiza,40.41898,-3.67456,Entire home/apt,85,30,1,2022-10-31,0.13,1,314,1,0.13972602739726028
17188,691146418133286508,Rental unit in Madrid · ★4.88 · 3 bedrooms · 3 beds · 2 baths,10895865,Ana,Chamberí,Trafalgar,40.43454818129795,-3.700947953967282,Entire home/apt,238,3,17,2023-06-05,1.94,1,258,17,0.29315068493150687
17189,694503937857473537,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 private bath,261607185,Isabel,Hortaleza,Canillas,40.46457,-3.64125,Private room,45,3,5,2023-06-05,0.55,4,2,5,0.9945205479452055
17190,691174295558348290,Rental unit in Madrid · ★5.0 · 2 bedrooms · 6 beds · 1.5 baths,327353271,Julieta Y Julián,Centro,Universidad,40.42262,-3.70289,Entire home/apt,589,2,9,2023-05-28,1.05,20,85,9,0.7671232876712328
17191,691179594563590511,Rental unit in Madrid · ★4.57 · 2 bedrooms · 2 beds · 1 bath,474496951,Mikel,Centro,Embajadores,40.4090404,-3.7003034,Entire home/apt,156,1,21,2023-05-14,2.3,1,339,21,0.07123287671232877
17192,691186081404100778,Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 bath,474499470,Gimena,Arganzuela,Legazpi,40.3897,-3.69405,Entire home/apt,59,1,41,2023-05-26,4.38,2,182,41,0.5013698630136987
17193,694599743795584988,Condo in Madrid · ★4.67 · 3 bedrooms · 5 beds · 2 baths,459679790,Juan Pablo,Centro,Sol,40.41694,-3.70297,Entire home/apt,191,2,45,2023-06-04,5.02,3,80,45,0.7808219178082192
17194,691197615169164364,Rental unit in Madrid · ★4.45 · 1 bedroom · 1 bed · 1 bath,377605855,Marco,Chamartín,Prosperidad,40.44227,-3.67523,Entire home/apt,128,1,11,2023-04-27,1.31,266,186,11,0.4904109589041096
17195,694662539597038131,Guesthouse in Madrid · 1 bedroom · 1 bed · 1 shared bath,242792995,Nicolas,Centro,Embajadores,40.409470762224736,-3.698339089751244,Private room,86,2,1,2023-04-24,0.63,3,339,1,0.07123287671232877
17196,691233983080354602,Rental unit in Madrid · ★4.80 · 2 bedrooms · 4 beds · 1.5 baths,85664504,Alfonso,Centro,Universidad,40.421,-3.7058,Entire home/apt,226,3,35,2023-05-16,3.75,8,343,35,0.06027397260273973
17197,694682714762225892,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,467736757,Javier,Tetuán,Bellas Vistas,40.45166,-3.7042,Entire home/apt,115,3,18,2023-04-30,2.05,1,132,18,0.6383561643835617
17199,694685373315568715,Serviced apartment in Madrid · ★5.0 · 2 bedrooms · 4 beds · 1 bath,475256425,Bob,Arganzuela,Palos de Moguer,40.40303,-3.69772,Entire home/apt,314,1,26,2023-05-21,3.18,4,353,26,0.03287671232876712
17200,694716543397959242,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,52530675,Esther,Carabanchel,San Isidro,40.39637,-3.73044,Entire home/apt,88,4,3,2023-05-07,0.36,45,351,3,0.038356164383561646
17201,694778123234989144,Rental unit in Madrid · ★4.73 · 2 bedrooms · 2 beds · 2 baths,12027564,Begoña,Centro,Palacio,40.41764,-3.70959,Entire home/apt,155,2,15,2023-05-28,1.73,20,93,15,0.7452054794520548
17202,691384394315267970,Rental unit in Madrid · ★4.75 · 2 bedrooms · 4 beds · 2 baths,32865371,Andrés,Centro,Universidad,40.42047225499829,-3.705632508598329,Entire home/apt,200,2,64,2023-05-23,6.53,8,214,64,0.4136986301369863
17203,694826820378805086,Vacation home in Madrid · ★4.80 · 1 bedroom · 1 bed · 3 shared baths,428831960,Maria Lourdes,Centro,Cortes,40.41345,-3.69528,Private room,32,1,5,2023-06-04,0.55,11,124,5,0.6602739726027397
17205,694879278864110961,Rental unit in Madrid · ★4.89 · 2 bedrooms · 6 beds · 3 baths,69600676,Maria Noelia,Centro,Cortes,40.4133866,-3.7009578,Entire home/apt,229,2,9,2023-04-30,1.01,9,349,9,0.043835616438356165
17206,691463539647443586,Rental unit in Madrid · ★4.53 · 4 bedrooms · 4 beds · 1.5 baths,454406146,Alberto,Usera,Almendrales,40.38385,-3.70371,Entire home/apt,145,3,15,2023-05-28,1.5,5,164,15,0.5506849315068493
17207,694898279979661327,Rental unit in Madrid · ★4.32 · Studio · 1 bed · 1 bath,77410339,Oscar,Centro,Embajadores,40.40910812275128,-3.702209784655759,Entire home/apt,62,3,31,2023-06-03,3.41,2,105,31,0.7123287671232876
17208,691606134039016209,Rental unit in Madrid · ★4.50 · 3 bedrooms · 5 beds · 1 bath,261607185,Isabel,Hortaleza,Canillas,40.46247,-3.64322,Entire home/apt,93,2,40,2023-06-09,4.07,4,69,40,0.810958904109589
17209,691683686068971973,Rental unit in Madrid · 3 bedrooms · 3 beds · 2.5 baths,434208714,Blueground,Chamberí,Trafalgar,40.4299267,-3.7047255,Entire home/apt,157,30,2,2022-11-09,0.24,145,250,2,0.3150684931506849
17210,694912143179796007,Rental unit in Madrid · ★4.33 · 2 bedrooms · 2 beds · 1 bath,18760366,Loreto,Chamberí,Trafalgar,40.43703,-3.700007,Entire home/apt,154,2,12,2022-12-06,1.36,2,37,12,0.8986301369863013
17212,691693755756747134,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,434208714,Blueground,Centro,Justicia,40.4245547,-3.6991939,Entire home/apt,106,30,1,2023-03-26,0.39,145,170,1,0.5342465753424658
17213,691728308394113619,Rental unit in Madrid · ★4.25 · 1 bedroom · 1 bed · 1 bath,472471361,Mar Y Ana,Centro,Universidad,40.42387,-3.70401,Entire home/apt,98,3,4,2023-05-22,0.61,12,347,4,0.049315068493150684
17214,694941075276276291,Condo in Madrid · ★4.77 · 2 bedrooms · 3 beds · 2.5 baths,32616882,Jorge,Centro,Sol,40.4152889,-3.7020823,Entire home/apt,244,3,43,2023-05-31,4.62,1,88,43,0.7589041095890411
17215,691753470423815301,Rental unit in Madrid · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,4361819,Erica,Latina,Puerta del Angel,40.41048,-3.73613,Private room,31,4,8,2023-04-23,0.81,3,341,8,0.06575342465753424
17216,694963373400680434,Rental unit in Madrid · ★4.82 · 1 bedroom · 2 beds · 1 private bath,901218,Myrko,Centro,Palacio,40.41637,-3.7111,Private room,78,1,11,2023-06-03,1.21,50,358,11,0.019178082191780823
17217,691757589658539689,Rental unit in Madrid · ★4.24 · 2 bedrooms · 2 beds · 1 bath,474624407,Amparo,Chamberí,Rios Rosas,40.4390471,-3.6990551,Entire home/apt,131,3,29,2023-05-08,3.01,1,315,29,0.136986301369863
17218,695006324607661553,Rental unit in Madrid · ★4.89 · 2 bedrooms · 3 beds · 1 bath,67024778,Paola,Centro,Embajadores,40.40816179999999,-3.7042512,Entire home/apt,125,2,55,2023-06-03,6.68,5,252,55,0.3095890410958904
17219,691761320617194319,Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 bath,89066974,Michal,Centro,Embajadores,40.40915,-3.70328,Entire home/apt,103,2,13,2023-05-21,1.43,2,18,13,0.9506849315068493
17223,695017757350478633,Rental unit in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 bath,123191370,Miguel,Ciudad Lineal,Ventas,40.4268,-3.65237,Entire home/apt,120,2,4,2023-02-28,0.43,2,336,4,0.07945205479452055
17224,695022346249015198,Rental unit in Madrid · ★4.45 · 1 bedroom · 2 beds · 2 shared baths,136807162,Sergio,Centro,Embajadores,40.40836,-3.69311,Private room,48,1,82,2023-05-23,8.6,5,120,82,0.6712328767123288
17226,695240650720052600,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,58881850,Nathaly,Hortaleza,Canillas,40.46298,-3.64549,Private room,29,1,1,2022-12-06,0.16,1,40,1,0.8904109589041096
17228,691816617594984887,Rental unit in Madrid · 2 bedrooms · 3 beds · 1 bath,418270816,Limehome,Centro,Embajadores,40.410744,-3.7009776,Entire home/apt,263,1,1,2023-04-07,0.46,34,34,1,0.9068493150684932
17229,695285829095941192,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,372206573,Debora,Chamartín,Prosperidad,40.44035,-3.67733,Private room,25,1,2,2023-04-16,0.3,3,38,2,0.8958904109589041
17230,695339121161315799,Rental unit in Madrid · ★4.57 · 3 bedrooms · 3 beds · 1 bath,465681491,Ana,Vicálvaro,Casco Histórico de Vicálvaro,40.40216,-3.60636,Entire home/apt,115,3,14,2023-04-09,1.49,1,100,14,0.726027397260274
17231,691818641031589320,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Salamanca,Castellana,40.42905,-3.6803691,Entire home/apt,260,1,2,2023-05-05,0.34,34,48,2,0.8684931506849315
17232,691820894180914021,Rental unit in Madrid · ★4.60 · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Salamanca,Castellana,40.42905,-3.6803691,Entire home/apt,250,1,5,2023-05-22,0.77,34,48,5,0.8684931506849315
17233,696765894123363690,Hostel in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Sol,40.41886,-3.7005,Private room,163,1,3,2023-04-25,0.64,34,114,3,0.6876712328767123
17234,695366064693322441,Rental unit in Madrid · ★4.30 · 1 bedroom · 2 beds · 1 bath,456445459,Victoria,Retiro,Jerónimos,40.41924,-3.67942,Entire home/apt,132,1,10,2022-11-12,1.06,3,274,10,0.2493150684931507
17235,695369318834795014,Rental unit in Madrid · ★4.58 · 1 bedroom · 2 beds · 2 shared baths,136807162,Sergio,Centro,Embajadores,40.40855,-3.69266,Private room,55,1,53,2023-05-15,5.66,5,110,53,0.6986301369863014
17236,696768577638378369,Hostel in Madrid · ★3.67 · 1 bedroom · 2 beds · 1 private bath,307123621,Sol Square,Centro,Justicia,40.42075,-3.70097,Private room,135,1,3,2023-04-14,0.69,34,60,3,0.8356164383561644
17237,695381424703890556,Condo in Madrid · ★4.40 · 2 bedrooms · 3 beds · 1 bath,459679790,Juan Pablo,Centro,Sol,40.41652,-3.70284,Entire home/apt,166,2,30,2023-06-04,3.23,3,138,30,0.6219178082191781
17238,696770615436769546,Hostel in Madrid · 1 bedroom · 4 beds · 1 private bath,307123621,Sol Square,Centro,Justicia,40.42074,-3.70045,Private room,140,1,1,2023-03-04,0.3,34,44,1,0.8794520547945206
17239,695381993474223660,Rental unit in Madrid · ★4.44 · 1 bedroom · 1 bed · 2 shared baths,136807162,Sergio,Centro,Embajadores,40.40854,-3.69377,Private room,37,1,43,2023-05-22,4.42,5,112,43,0.6931506849315069
17240,696783863425842112,Hostel in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Palacio,40.41527,-3.7125,Private room,159,1,5,2023-06-02,0.53,34,102,5,0.7205479452054795
17241,696786396854616737,Hostel in Madrid · ★4.60 · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Palacio,40.41681,-3.71225,Private room,149,1,5,2023-01-12,0.52,34,140,5,0.6164383561643836
17242,696788003841259280,Hostel in Madrid · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Palacio,40.41653,-3.71249,Private room,149,1,1,2022-09-26,0.12,34,123,1,0.663013698630137
17243,696820100139420972,Rental unit in Madrid · ★3.13 · 1 bedroom · 2 beds · 1 bath,37918137,Diana,Centro,Justicia,40.42385,-3.69892,Entire home/apt,107,2,8,2023-03-04,0.86,17,357,8,0.021917808219178082
17244,695395361377227151,Rental unit in Madrid · ★4.73 · 1 bedroom · 2 beds · 1.5 shared baths,472716837,Arturo Sebastian,Arganzuela,Palos de Moguer,40.40604,-3.69636,Shared room,15,1,11,2023-03-05,1.13,2,101,11,0.7232876712328767
17245,696833138594316160,Serviced apartment in Madrid · ★5.0 · Studio · 2 beds · 1 bath,475256425,Bob,Arganzuela,Palos de Moguer,40.40303,-3.69772,Entire home/apt,241,1,16,2023-05-19,1.98,4,357,16,0.021917808219178082
17246,695447529725183566,Rental unit in Madrid · 2 bedrooms · 2 beds · 1 bath,397053855,The Sharing Co.,Centro,Universidad,40.42775177011769,-3.704696666432996,Entire home/apt,115,1,2,2023-02-20,0.51,18,208,2,0.4301369863013699
17247,695568410932721568,Rental unit in Madrid · Studio · 1 bed · 1 bath,462010549,Laura,Fuencarral - El Pardo,Peñagrande,40.48293864812357,-3.722105948149233,Entire home/apt,49,30,1,2023-05-15,1.0,3,333,1,0.08767123287671233
17248,696837304808004683,Serviced apartment in Madrid · ★4.96 · Studio · 1 bed · 1 bath,475256425,Bob,Arganzuela,Palos de Moguer,40.40303,-3.69772,Entire home/apt,208,1,51,2023-06-05,6.4,4,365,51,0.0
17249,696837312707839969,Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 bath,21490697,Alvaro,Tetuán,Castillejos,40.4581,-3.69535,Entire home/apt,116,3,20,2023-06-02,2.26,1,136,20,0.6273972602739726
17251,696839431105702120,Serviced apartment in Madrid · ★4.69 · 2 bedrooms · 3 beds · 2 baths,475256425,Bob,Arganzuela,Palos de Moguer,40.40303,-3.69772,Entire home/apt,341,1,13,2023-05-28,1.64,4,356,13,0.024657534246575342
17252,695618682919157245,Rental unit in Madrid · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,414073716,Paola,Centro,Justicia,40.42272554958039,-3.698908272095324,Private room,26,1,61,2023-06-04,6.88,1,36,61,0.9013698630136986
17253,696846505681466090,Rental unit in Madrid · ★4.79 · 2 bedrooms · 3 beds · 2.5 baths,15183471,Luis,Centro,Universidad,40.42212,-3.70457,Entire home/apt,152,3,34,2023-05-24,3.88,3,63,34,0.8273972602739726
17256,696020550486044213,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,440993833,Empresa Inagi,Tetuán,Cuatro Caminos,40.44694,-3.70165,Entire home/apt,125,7,5,2023-04-13,0.55,8,249,5,0.3178082191780822
17257,696889000870184517,Rental unit in Madrid · ★4.89 · 4 bedrooms · 5 beds · 2 baths,475751505,Begoña,Centro,Embajadores,40.41187,-3.70733,Entire home/apt,243,2,38,2023-06-07,3.9,1,32,38,0.9123287671232877
17258,696069573504831715,Guesthouse in Madrid · ★4.65 · 2 bedrooms · 2 beds · 1 bath,458549699,Clara,Centro,Embajadores,40.40952360717026,-3.69820162653923,Entire home/apt,156,2,17,2023-06-05,1.87,3,330,17,0.0958904109589041
17260,696947090884320587,Rental unit in Madrid · ★4.79 · 2 bedrooms · 2 beds · 1 bath,26847266,Seo,Centro,Embajadores,40.41167,-3.70225,Entire home/apt,158,4,34,2023-05-23,3.54,6,232,34,0.3643835616438356
17261,696118406898693716,Hostel in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,307123621,Sol Square,Centro,Palacio,40.41323,-3.71294,Private room,88,1,3,2023-05-05,0.6,34,63,3,0.8273972602739726
17263,696991177881360094,Rental unit in Madrid · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,474855997,Jacqueline,Fuencarral - El Pardo,Peñagrande,40.48248,-3.72413,Private room,34,1,25,2023-06-04,2.67,3,347,25,0.049315068493150684
17264,696128798054074205,Hostel in Madrid · 1 bedroom · 1 bed · 1 shared bath,307123621,Sol Square,Centro,Palacio,40.41298,-3.71294,Private room,120,1,1,2023-02-13,0.25,34,139,1,0.6191780821917808
17265,696991202241052807,Condo in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 bath,41441815,Eva,Salamanca,Guindalera,40.43681,-3.67321,Entire home/apt,81,2,19,2023-05-28,2.45,1,351,19,0.038356164383561646
17266,696131300605792868,Hostel in Madrid · 1 bedroom · 2 beds · 1 shared bath,307123621,Sol Square,Centro,Palacio,40.41273,-3.71252,Private room,128,1,1,2023-02-03,0.23,34,102,1,0.7205479452054795
17267,697003765152473046,Rental unit in Madrid · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,474855997,Jacqueline,Fuencarral - El Pardo,Peñagrande,40.48027,-3.72289,Private room,41,1,24,2023-06-04,2.77,3,361,24,0.010958904109589041
17268,697004238121778400,Rental unit in Madrid · ★4.79 · 1 bedroom · 2 beds · 1 bath,473474851,Alfonso José,Centro,Embajadores,40.4084481,-3.7030786,Entire home/apt,154,3,96,2023-06-07,10.03,3,167,96,0.5424657534246575
17269,696133587022617260,Hostel in Madrid · 1 bedroom · 2 beds · 1 shared bath,307123621,Sol Square,Centro,Palacio,40.41121,-3.71386,Private room,130,1,1,2023-03-10,0.32,34,96,1,0.736986301369863
17270,697006507313211396,Vacation home in Madrid · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,143033938,Alberto,Fuencarral - El Pardo,Valverde,40.48579397769038,-3.686170901309671,Entire home/apt,86,2,16,2023-05-23,1.66,3,167,16,0.5424657534246575
17271,697054643480538930,Home in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,222591915,Max,Latina,Lucero,40.40113,-3.7532,Private room,41,2,13,2023-04-19,1.48,1,361,13,0.010958904109589041
17272,696133645163201503,Hostel in Madrid · 1 bedroom · 1 bed · 1 shared bath,307123621,Sol Square,Centro,Palacio,40.41182,-3.71275,Private room,130,1,1,2023-01-30,0.23,34,103,1,0.7178082191780822
17273,697062954485824273,Rental unit in Madrid · ★4.60 · 2 bedrooms · 2 beds · 1 bath,291253690,Fran Y Marta,Retiro,Ibiza,40.42103,-3.6782,Entire home/apt,201,29,5,2023-06-01,0.92,180,221,5,0.39452054794520547
17274,696143472361992265,Hostel in Madrid · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,307123621,Sol Square,Centro,Palacio,40.41326,-3.71302,Private room,140,1,6,2023-05-06,1.34,34,112,6,0.6931506849315069
17277,696158117860716104,Hostel in Madrid · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Cortes,40.41916,-3.69938,Private room,106,1,2,2023-01-27,0.43,34,138,2,0.6219178082191781
17278,697154451325101008,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,475820988,Giulianna,Carabanchel,Opañel,40.39273,-3.72355,Private room,25,1,2,2022-08-29,0.21,1,71,2,0.8054794520547945
17279,696163560266202095,Hostel in Madrid · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Justicia,40.42075,-3.70061,Private room,138,1,1,2023-02-17,0.26,34,124,1,0.6602739726027397
17280,696165192934354339,Hostel in Madrid · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Sol,40.41858,-3.70059,Private room,163,1,1,2023-03-03,0.3,34,138,1,0.6219178082191781
17281,697243348825954013,Rental unit in Madrid · ★4.73 · 2 bedrooms · 2 beds · 2 baths,220103569,MadreamsRent,Puente de Vallecas,Palomeras Sureste,40.38215,-3.63111,Entire home/apt,108,3,11,2023-05-01,1.15,80,125,11,0.6575342465753424
17282,696168807541586010,Hostel in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 private bath,307123621,Sol Square,Centro,Sol,40.4192,-3.70111,Private room,147,1,6,2023-06-06,1.33,34,109,6,0.7013698630136986
17283,697508099137458332,Rental unit in Madrid · ★4.87 · 1 bedroom · 2 beds · 1 bath,204406531,Carlos,San Blas - Canillejas,Rejas,40.44191,-3.58335,Entire home/apt,76,1,46,2023-06-05,4.79,6,335,46,0.0821917808219178
17284,697517955639535322,Rental unit in Madrid · ★4.90 · 2 bedrooms · 3 beds · 1 bath,220103569,MadreamsRent,Arganzuela,Acacias,40.40221,-3.70157,Entire home/apt,110,3,40,2023-05-18,4.46,80,54,40,0.852054794520548
17285,696184388369953264,Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 2 baths,3501295,Angeles,Vicálvaro,Casco Histórico de Vicálvaro,40.39601,-3.60707,Private room,30,2,37,2023-06-07,3.81,2,337,37,0.07671232876712329
17286,696202393530402556,Serviced apartment in Madrid · ★4.33 · 4 bedrooms · 5 beds · 1 bath,330794542,Williams,Hortaleza,Valdefuentes,40.48827,-3.66595,Entire home/apt,137,30,12,2023-05-21,1.31,21,140,12,0.6164383561643836
17287,696213692234089594,Rental unit in Madrid · ★4.56 · 3 bedrooms · 3 beds · 3 baths,217067249,Jorge,Tetuán,Castillejos,40.45898,-3.69135,Entire home/apt,195,2,16,2023-05-21,1.8,61,14,16,0.9616438356164384
17288,697553805126544375,Rental unit in Madrid · ★4.73 · 2 bedrooms · 4 beds · 2 baths,475882574,Ricardo,Retiro,Adelfas,40.39789,-3.67063,Entire home/apt,136,2,22,2023-04-30,2.49,1,145,22,0.6027397260273972
17289,696229965844701123,Guesthouse in Madrid · ★4.50 · 2 bedrooms · 3 beds · 1 bath,242792995,Nicolas,Centro,Embajadores,40.40943757455658,-3.6981000378727913,Entire home/apt,156,2,6,2022-11-20,0.68,3,338,6,0.07397260273972603
17290,697726048912908647,Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,15962195,Luis Henrique,Centro,Justicia,40.42703,-3.70135,Private room,42,3,28,2023-06-07,3.08,1,63,28,0.8273972602739726
17291,696248954646144049,Rental unit in Madrid · ★4.40 · 2 bedrooms · 4 beds · 2 baths,54095349,Silvia Y Carolina,Centro,Palacio,40.41654399999999,-3.7102699,Entire home/apt,270,2,30,2023-06-04,3.3,2,327,30,0.10410958904109589
17292,697813618652868368,Condo in Madrid · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,76383493,Mst,Centro,Justicia,40.42279,-3.69722,Private room,75,1,7,2023-03-26,0.82,1,342,7,0.06301369863013699
