,id,neighbourhood
14173,551945110437779910,Guindalera
14174,551959231867011136,Delicias
14176,551964301757430126,Delicias
14177,551987836564919403,Delicias
14178,546432666627718286,Puerta del Angel
14179,552082750916896130,Embajadores
14180,546453738253047734,Adelfas
14181,552115270710535590,Ventas
14183,552160003494210223,Embajadores
14184,546866472312429402,Embajadores
14186,546873996576683879,Palacio
14187,546943827559182100,Almenara
14188,552568002853176329,Justicia
14190,552643044000213687,Palacio
14192,547047298947876337,Canillas
14193,547121341321742307,Canillas
14195,547526785425961460,Concepción
14196,552717473830671356,Embajadores
14197,547557490699751270,Rios Rosas
14198,547560391578704337,Puerta del Angel
14199,552728931070826846,Embajadores
14200,547563522361442449,Puerta del Angel
14201,547659272812205291,Palos de Moguer
14202,552740697514127057,Embajadores
14203,547765235265204269,Embajadores
14204,552758690487576013,Embajadores
14205,552767829319224148,Palacio
14206,547776998914364663,Embajadores
14207,552777544954400807,Guindalera
14208,547778825940910709,Bellas Vistas
14209,552781671356110274,Embajadores
14210,552922268506576104,Trafalgar
14211,547788172969057370,Justicia
14212,547796244346072752,Palacio
14213,552942753661276909,Chopera
14214,554928711636217978,Justicia
14216,554970313810483202,Universidad
14217,553332367149598958,San Fermín
14219,555206975354490518,Orcasur
14221,553519727063148116,Almendrales
14222,555230367661086584,Orcasur
14223,553533260268992988,Valdezarza
14224,555238156247911186,Orcasur
14225,555246181880584198,Orcasur
14226,555253093299876963,Orcasur
14227,553552930122081104,Pacífico
14228,553594512219006761,Embajadores
14229,553641883859735849,Embajadores
14230,555482549992117455,Orcasur
14231,555570341922840849,Gaztambide
14232,553689050829534700,Universidad
14233,555579956044007336,Rios Rosas
14234,553848657601583119,Universidad
14235,555642315977192136,Embajadores
14236,554010351636488046,Universidad
14237,555685892997512672,Fontarrón
14238,555715577531144116,Cuatro Caminos
14239,554211076021135879,Casa de Campo
14240,554248771251687888,Embajadores
14242,555751416507048827,Orcasur
14243,555758211794412593,Orcasur
14244,554429063591231860,Palos de Moguer
14245,555785536991270951,Embajadores
14246,554510664483047819,Pacífico
14247,555837015274429251,Orcasur
14248,554673401408488685,Palacio
14250,555890051098355966,Orcasur
14251,554858193048055606,Castellana
14252,554890246959385181,Cortes
14253,554922035153527055,Cortes
14255,555903277388308550,Trafalgar
14256,557863504894474065,Sol
14257,557989001526336640,Justicia
14258,555938420270342221,Orcasur
14259,558071052963786759,El Viso
14262,555943845231744232,Orcasur
14264,555947602137222223,Orcasur
14265,556264165934395630,Universidad
14266,558399267446696881,Almenara
14267,558421457039972665,Arapiles
14268,558422023294273085,Almenara
14269,556427048408913377,Orcasur
14270,556437178331051861,Orcasur
14271,556448655069072203,Orcasur
14272,558450020547175041,Zofío
14273,556468041453876837,Orcasur
14274,558484117410949664,Recoletos
14276,556470463384494457,Palos de Moguer
14277,556482775624586992,Orcasur
14279,558490376927589752,Trafalgar
14280,558499561665626752,Prosperidad
14283,558545068634270664,Justicia
14284,558576571809385667,Universidad
14285,556897815044101138,Gaztambide
14286,558591884186266798,Ciudad Jardín
14287,558596054162303937,Palacio
14288,556903598480939383,Gaztambide
14290,558627332427686510,Embajadores
14291,556906511565726288,Sol
14292,556927206642684348,Embajadores
14293,558631222012521423,Universidad
14294,556967808858628936,Embajadores
14295,558813140885138403,Gaztambide
14296,556998134372912068,Guindalera
14297,557004429757436503,Guindalera
14298,558840876290966192,Embajadores
14299,558883870723549500,Embajadores
14301,557005644783532957,Guindalera
14302,557011868450733741,Guindalera
14303,558896130491193192,Embajadores
14304,557013938445293094,Guindalera
14305,558909735740157571,Embajadores
14306,557014135064791676,Guindalera
14307,558915070931659225,Embajadores
14308,557014319782427823,Guindalera
14309,557016699496721706,Justicia
14310,558915501648807820,Embajadores
14311,557020621197522798,Guindalera
14312,558915843041458869,Embajadores
14313,557020829160763581,Lista
14314,557021573482198038,Fuente del Berro
14316,557030098648089281,Guindalera
14317,557030358104855581,Guindalera
14318,559082051451327921,Pinar del Rey
14319,557030604542562123,Guindalera
14321,557030894256737332,Guindalera
14322,557031078367411921,Guindalera
14323,557038735871954764,Guindalera
14324,559205322055981720,Numancia
14325,559277025980128059,Almenara
14326,557038929300288003,Guindalera
14327,559292802141742101,Guindalera
14328,557039264366848460,Guindalera
14329,557039403565540484,Guindalera
14331,559337535916621781,Valdeacederas
14332,557039752118276307,Guindalera
14333,557039907455338910,Guindalera
14334,557040213468446878,Guindalera
14335,557043158980483462,Guindalera
14336,557043336583748680,Guindalera
14338,557043513516926193,Guindalera
14340,557043713265551819,Guindalera
14341,557043914716883360,Guindalera
14342,559442517885203718,Justicia
14343,557044114466873024,Guindalera
14344,557065396670830379,Justicia
14345,559788090127855734,San Isidro
14346,559802712606190207,Ciudad Jardín
14347,557106549182150519,Cortes
14348,559869128838174615,Cortes
14349,557170758902041669,Universidad
14350,559937498153178834,Palacio
14351,557180338285588389,Sol
14352,559984170231986594,Palacio
14353,557183804496953810,Pacífico
14355,557381758819354059,Simancas
14356,557623371960122670,Sol
14357,560021757818009528,Alameda de Osuna
14358,560027184646038792,Palos de Moguer
14359,557644428881616819,Sol
14360,560058603679859906,Pacífico
14361,557654857819148545,Delicias
14362,557713136852018818,Embajadores
14364,560238052563965996,Embajadores
14365,557773645326076734,Palacio
14366,560548546192628255,Argüelles
14367,557775225527178926,Sol
14368,560561218980818912,Gaztambide
14369,557784414129215873,Universidad
14370,560592797705070183,Embajadores
14371,557798129046706111,Palacio
14372,560674331453853940,Embajadores
14375,560874215758809127,Universidad
14376,557820045878464820,Palacio
14377,560915824390234544,Fuente del Berro
14378,557838819530140824,Rios Rosas
14379,557853804180919703,Moscardó
14380,560923546967056620,Chopera
14381,561508761688299289,Fontarrón
14382,557861546990927943,Sol
14383,561528093109148310,Embajadores
14384,563694136617613664,Embajadores
14385,563805174280172039,Sol
14386,561567795404558280,Sol
14387,563850652103530068,Cuatro Caminos
14388,562002834936558067,San Diego
14389,563919279755848270,Lista
14390,562028637906047364,Palacio
14391,564167138297601693,Puerta Bonita
14392,562041795231582963,Chopera
14393,564169371940884424,Embajadores
14394,564205418491290367,Justicia
14397,562105029060338873,Universidad
14398,564901128219608659,Justicia
14399,562151033287694548,Embajadores
14401,564910452781274210,Justicia
14402,562257745768886938,Peñagrande
14403,564929804042819261,Justicia
14405,564947272703628446,Palacio
14406,564955028866645251,Palacio
14407,562270864246192744,Pradolongo
14408,564962711842046926,San Andrés
14409,562527129513785723,Berruguete
14410,562692408721535548,Pradolongo
14411,564964967710189966,Sol
14412,562788431330286818,Embajadores
14414,562836745703164458,Puerta Bonita
14415,564967721179152209,Gaztambide
14416,562899939814644454,Universidad
14417,564969156770916842,Justicia
14418,562901533828568897,Nueva España
14420,565046748874224835,Castillejos
14422,565114041186904701,Trafalgar
14423,562980972202430078,San Diego
14424,565123302378655223,Gaztambide
14425,565162511017975706,Palacio
14426,563025259928589891,Embajadores
14427,565204353558965426,Universidad
14428,565220668207583444,San Diego
14429,563118379362447870,Opañel
14430,565580768781630536,Universidad
14431,563447895372638398,Almagro
14432,565612064347694238,Palacio
14433,563469416895723735,Palomeras Bajas
14434,565632884931783157,Palacio
14435,565786949616805228,Palacio
14436,565793066685869566,Palacio
14437,563471458896451166,Hispanoamérica
14438,565875995078225710,Trafalgar
14439,563477456525755602,Guindalera
14440,565943158372064030,Cármenes
14441,563534361557736655,Universidad
14443,566403441192837839,Prosperidad
14444,563623884604989196,Embajadores
14445,569538993826142459,Palacio
14446,566537697751604337,Palacio
14447,569618594901581354,Justicia
14448,569640925745316957,Pacífico
14449,570003945555979941,Pacífico
14450,566658844827050631,Justicia
14451,570009979676001248,Canillas
14452,570017202501955788,Palacio
14453,566734385210052747,Pacífico
14454,570048974380131497,Cuatro Caminos
14455,567038694286030164,Hellín
14456,570079506537043642,Gaztambide
14457,570094167339848191,Castellana
14458,567120083413013808,Ibiza
14459,570109045059806028,Castellana
14460,567130281872296180,Prosperidad
14461,570113135048098164,San Fermín
14462,570173102059218102,Embajadores
14463,567138051028080146,Goya
14464,570252669069876119,Portazgo
14465,567151386274869775,Universidad
14466,567184579846569525,Embajadores
14467,570330384298352407,Cármenes
14468,570361044117606592,Lucero
14469,570405464808468861,Gaztambide
14470,567204343369207770,Embajadores
14471,570715274505910025,Los Rosales
14474,567264169434780485,Justicia
14475,570905063732186663,Aravaca
14477,567301424368343959,Cuatro Caminos
14479,570933048742182575,Moscardó
14480,567301901813996092,Cuatro Caminos
14481,567302006520697742,Cuatro Caminos
14483,570975177995810649,Berruguete
14484,571128683538626604,Embajadores
14485,567448920506888002,Pinar del Rey
14487,571334639734722967,Palacio
14489,567726812916950595,Almenara
14490,571433964654265750,Valdezarza
14491,567800732527171215,Prosperidad
14492,567808670514130587,Justicia
14493,571466732259742831,El Viso
14494,571537619194807852,Gaztambide
14495,567857859129310097,Guindalera
14496,567878924116331271,Recoletos
14497,571626702449980621,Timón
14498,567893963985072533,Fuente del Berro
14499,571693268344003303,Arapiles
14500,567921698379382450,Embajadores
14501,567924946897569739,Embajadores
14502,567970255910277553,Palacio
14503,571747813794689110,Embajadores
14504,568026349811579601,Palacio
14505,572101518067422924,Universidad
14506,568045855579180181,Palacio
14508,572136492954519693,Media Legua
14509,568077385460419167,Palacio
14511,572177477542354367,Palacio
14512,568080959892604585,Embajadores
14513,572192490687543141,Embajadores
14514,572201007921134558,Imperial
14515,572205778663503979,Cortes
14516,568092354443953216,Palacio
14517,572217227543630500,Cortes
14518,572223655073971170,Cortes
14519,568093651715633640,Vista Alegre
14520,572226901259996645,Cortes
14521,572234493321197277,Zofío
14522,568160680147277505,Arapiles
14523,572382941329216220,Orcasur
14524,568472467509401992,Chopera
14525,572475078128788014,Recoletos
14526,572546654114167859,Cuatro Caminos
14527,568474602423782034,Justicia
14528,568499085119015588,Peñagrande
14529,572829388614210282,Sol
14530,572896481792297908,Embajadores
14531,568504865806675977,Sol
14532,572935498576401644,Entrevías
14533,572937736030759805,Gaztambide
14534,568539612342589185,Palacio
14535,572973721730796708,Casco Histórico de Vallecas
14536,568561361709056941,Palacio
14537,573023192309789877,Valdefuentes
14538,568570160661170884,Universidad
14539,568594162841792457,Gaztambide
14540,573076048790764964,El Viso
14541,568603388864969714,Valdeacederas
14544,568745880151089545,Cuatro Caminos
14546,573223366167987877,Sol
14549,568831200040362893,Palacio
14550,573277751440901427,Palacio
14551,568889076261010523,Almenara
14552,573625719955537129,Sol
14553,568906570747836102,Palacio
14555,573666595107188434,Universidad
14556,568925469534214599,San Andrés
14557,573675659192152971,Acacias
14558,568975343153320739,Palacio
14559,569053623876496036,Embajadores
14560,573694455983583993,Pradolongo
14561,569216567870235580,Casco Histórico de Vallecas
14562,569244997159379049,Almenara
14563,573717104354835756,Universidad
14564,569356193438533000,Palacio
14565,569410710324308174,Universidad
14567,569429712899258497,Palacio
14568,573792770598561706,Palomeras Sureste
14569,569430290525835083,Trafalgar
14570,573810171932556389,Atocha
14571,569433254237504372,Trafalgar
14572,573810181613073743,Sol
14573,569535522778549660,Palos de Moguer
14574,573862171549590888,Justicia
14575,573970892289938302,Palos de Moguer
14576,575205729016082544,Palacio
14577,573986932176546130,Palacio
14578,575234263464860323,Goya
14579,574333118243583155,San Isidro
14580,575269786027961487,Argüelles
14581,574336025581376679,Embajadores
14582,575294725879165588,Fuente del Berro
14583,574401814744387109,Guindalera
14584,574453799038875144,Cortes
14585,575364975332204261,Trafalgar
14586,575678260358371820,Universidad
14587,574507193779570458,Bellas Vistas
14588,575929083600345086,Sol
14589,574601921041918435,Embajadores
14590,575961272644172585,Quintana
14591,574631687780052293,Recoletos
14592,576142853243270389,Orcasitas
14593,576449437105026786,Universidad
14594,574671597168200440,Puerta Bonita
14595,576510379768500568,Pueblo Nuevo
14596,574778421618013091,Embajadores
14597,574957489363972160,Guindalera
14598,575046254919536083,Acacias
14599,576561272147834617,Cuatro Caminos
14600,575067107427409520,Imperial
14601,576650002231413547,Fuente del Berro
14602,575075926193996816,Imperial
14603,575080487539487152,Palacio
14604,576779372215294944,Sol
14605,577162911852313440,Castillejos
14606,575087104914745869,Gaztambide
14607,577254472677170275,Universidad
14608,575105334027881525,Imperial
14609,577268700261533435,Embajadores
14610,575138604585005930,Almenara
14611,577296204865821363,Universidad
14612,577296228404291552,Universidad
14613,582271209920266630,Sol
14614,577309926008269396,Cuatro Caminos
14615,582271994056516268,Palacio
14616,577387561553981841,Palacio
14617,582286617492468144,Universidad
14618,577401579796304729,Sol
14619,582329503255955866,Palacio
14620,582342486815281427,Trafalgar
14622,582360723963464826,Ventas
14623,577414285131299739,Puerta del Angel
14624,582382748189841687,Embajadores
14625,577415270014153580,Universidad
14626,582420724187780807,Palacio
14627,582423038595147473,Palacio
14628,577471663481702828,Prosperidad
14629,577610920999440908,Prosperidad
14630,582455556443408861,Cortes
14631,577691250508377711,Vista Alegre
14633,582496038832159526,Universidad
14634,577902437369175184,Universidad
14635,582498237782066918,Valdefuentes
14636,577908089240303223,Prosperidad
14637,582534011287877305,Sol
14638,577931994563070013,Pacífico
14639,582534023279696152,Ibiza
14640,582534034936484839,Universidad
14641,577932340637783076,Sol
14642,582603499306958604,San Fermín
14643,577960547451462595,Palacio
14644,582609440448635202,Goya
14645,582611295034174624,Argüelles
14646,578002004078712825,Justicia
14647,582645528869732581,Orcasur
14648,578028067276411573,Buenavista
14649,582676994478160704,Orcasur
14650,578075445955521149,Universidad
14651,582881727166193413,Argüelles
14652,578076605672314355,Cortes
14653,578090460966494169,Sol
14654,582899000982646989,Argüelles
14655,582922370774627945,Argüelles
14656,578103682155469728,Sol
14657,578106884728115875,Sol
14658,582935392672835266,Goya
14659,578123409724294491,Simancas
14660,582975154975789755,Cortes
14661,578141607295488201,Sol
14662,582986915374327327,Lucero
14663,578153964978497226,Sol
14664,583017351413899111,Portazgo
14665,578155117883237300,Justicia
14667,583072790892414223,Ibiza
14668,578259073716265920,Palacio
14669,583107803291739061,Universidad
14670,578293110867559957,Cuatro Caminos
14671,583207611871950773,Justicia
14672,578338474101878806,Justicia
14673,583384355650151600,Orcasur
14674,578385035668808823,Universidad
14675,583430983400161624,Orcasur
14676,578701744740571912,Pacífico
14677,583504762507331107,Embajadores
14678,578754404600498589,Justicia
14679,583655625969973162,Embajadores
14680,583664386096040549,Embajadores
14681,578762002792022872,Justicia
14682,583670369876268218,Embajadores
14684,583755686271429293,Sol
14685,583766092708684229,Embajadores
14686,578835196836089059,Palacio
14687,583797333306805218,Universidad
14688,583797571320297131,Universidad
14689,578846849398005411,Palacio
14690,583797652414158506,Universidad
14691,578879895987663774,Palacio
14692,583920141812930885,Cortes
14693,583985576693099375,Sol
14694,578881322271954177,Justicia
14695,583985586823505315,Trafalgar
14696,578896578841242723,Rios Rosas
14697,578982283049555462,Prosperidad
14698,584143521354719915,Cortes
14699,579419523723168359,Goya
14700,579456253834564793,Arapiles
14701,579477301037380548,Palos de Moguer
14702,584201031490196226,Embajadores
14705,579585124898484515,Justicia
14706,584457355506686429,Casa de Campo
14708,579586625975391503,Puerta del Angel
14709,579587273702444332,Palacio
14710,584479695394891555,Cortes
14711,579635961992239145,Universidad
14712,579772160729283636,Embajadores
14713,579810047500943777,Universidad
14714,584485075322343049,Universidad
14715,579845333322785537,Ciudad Universitaria
14716,584496934013856793,Cuatro Caminos
14717,584646478266568354,Rios Rosas
14718,584748417537587213,Valdeacederas
14719,580066028074298749,Palacio
14720,580175889985410811,El Viso
14721,584750045142398147,Justicia
14722,584758682189575255,Sol
14724,584973139372578263,Embajadores
14725,580196889714913498,Palacio
14726,580351280960911040,Embajadores
14727,585064272654257953,Lista
14728,580396092933870685,Marroquina
14729,585162727510359453,Pueblo Nuevo
14730,585168769766715255,Pueblo Nuevo
14731,585197683835912070,Embajadores
14732,580430481918494329,Palomeras Sureste
14733,585219939711768641,Argüelles
14734,580908075750238771,Universidad
14735,585243455087832004,Palos de Moguer
14736,580920806524723942,Universidad
14739,585366752906806805,Cortes
14740,581550236861668756,Embajadores
14741,581630936013721805,Justicia
14742,585660417132131246,Concepción
14743,581822284848374284,Universidad
14744,585945269120586293,Gaztambide
14745,585988174509761641,Peñagrande
14746,581834610199152151,Concepción
14747,586022416756636188,Rios Rosas
14750,586200730576827766,Embajadores
14751,581858730026963596,Lista
14752,581928969192215712,Valdeacederas
14753,582004589465599420,Orcasur
14754,582226276483382899,Universidad
14755,582236385224242883,San Isidro
14756,586738046885298671,Palacio
14757,582262793978261606,Guindalera
14758,586762406420059602,Embajadores
14759,587545226970623428,Castellana
14760,586775909163528857,Palacio
14761,587569583568067965,Canillas
14762,586810531859150637,Cortes
14763,586815033081505561,Trafalgar
14764,587630851981771898,Estrella
14765,586965119244430844,Cortes
14766,587839801886903076,Embajadores
14767,587016498753826181,Embajadores
14768,587049837387772604,Embajadores
14771,587346693258653646,Universidad
14773,587351468013927511,Fuente del Berro
14774,588250663963236376,Valdeacederas
14775,587412318269281114,Prosperidad
14776,588274792504771539,Palacio
14777,588299034173013062,Embajadores
14778,587457089901083678,Trafalgar
14780,588301982230435609,Cortes
14781,588304731128220550,Embajadores
14782,588325137811464130,Almenara
14783,587530953115974184,Chopera
14784,588368104521625469,Comillas
14785,587534511548979394,Chopera
14786,588449345210541194,Embajadores
14787,594686088046972524,Pacífico
14788,588489438401868713,Embajadores
14789,594692239126302888,Almenara
14791,594712315754312673,Cortes
14792,588904586565557390,Cortes
14793,588908723527005576,Palacio
14794,594796990426846093,Palacio
14795,588922284659515982,Cortes
14796,594797926274546717,Numancia
14797,594797936259191557,Numancia
14798,588957542385104049,Fontarrón
14799,594797946141419030,Numancia
14800,594797955433058678,Numancia
14801,594802687735675078,Argüelles
14802,589001655092156780,Sol
14803,594823047101763963,Goya
14804,594824845374823196,Embajadores
14805,589535020306136500,Cortes
14806,594846739308269656,Berruguete
14807,594934124996406004,Sol
14808,589573775731396040,Puerta Bonita
14809,594951973160982286,Embajadores
14811,594954650678062071,Sol
14812,589592709278730498,Palacio
14813,589614060330805970,Fuente del Berro
14814,589617695701031000,Embajadores
14816,595356552736920805,Goya
14817,589619818154253777,Universidad
14818,589630708939374807,Palacio
14819,595359159170542779,Adelfas
14820,589690349741262308,Trafalgar
14821,595418596022087633,Justicia
14822,589807188048243661,Palacio
14823,595420119544874806,Embajadores
14824,595497362737631107,Universidad
14825,589846831605070945,Cortes
14826,589849908974723750,Sol
14828,589963391375641599,Cortes
14829,595524394178935952,Sol
14830,590309986337177910,Embajadores
14831,595550309070595696,Sol
14832,595560305379934884,Pueblo Nuevo
14834,590435337953412287,Simancas
14835,590558152802495166,Cortes
14836,595638229922876862,Vinateros
14837,590562411976537838,Moscardó
14838,595678914810196560,Sol
14839,590610950266893506,Quintana
14842,595685582537003311,Cortes
14843,591093362257874483,Trafalgar
14844,591132095289672179,Sol
14845,595706788502199833,Sol
14846,591139933144342265,Trafalgar
14847,591144104200118251,Sol
14848,591152555607284180,Trafalgar
14849,595714108650103985,Embajadores
14850,591253876567429081,Lista
14851,591339474523388792,Cortes
14852,595773681350423390,Casco Histórico de Barajas
14853,591834172668519365,Fuente del Berro
14854,596036844466718978,Berruguete
14855,591852969678628765,Cortes
14856,591975986773336759,Universidad
14857,596079947373383725,Delicias
14858,592046608249327361,Guindalera
14859,592430604419656586,Universidad
14860,596096919075410875,Ibiza
14861,596140419742764202,Universidad
14862,592490352596422457,Casco Histórico de Barajas
14863,596148715826130173,Universidad
14864,592579831465858618,Pilar
14865,596205487696805019,Valdeacederas
14866,592580172854193017,Valdeacederas
14867,596212678348848235,Guindalera
14868,592587396555893041,Cortes
14869,596314422720311824,Sol
14870,596319538664374173,Palacio
14871,592626020528782462,Universidad
14872,592652515946979274,Imperial
14873,596386777074871129,Sol
14874,592677411531169541,Universidad
14875,596672758575152529,Pacífico
14876,592797504271006449,Embajadores
14877,596882594152706219,Pacífico
14878,592818434381113387,Valdeacederas
14879,596914510893235360,Embajadores
14880,593170286961753635,Nueva España
14881,596929560704785109,Pradolongo
14882,596963630375647714,Pradolongo
14883,597029461795408551,Palacio
14884,593279451316309776,Embajadores
14885,597036082137674644,Pradolongo
14886,593324660258876361,Universidad
14887,597165321826857300,Cortes
14888,597360418711219474,Embajadores
14889,593333968789200402,Delicias
14890,593335700302599280,Chopera
14892,593339978512343657,Rios Rosas
14893,597482081763098942,Bellas Vistas
14894,593477584445928554,Embajadores
14895,597483707072233966,Hispanoamérica
14896,593482595041054297,Universidad
14897,597490553409204678,Pacífico
14899,593848004384952414,Cortes
14900,597533396172776439,Palacio
14901,593920610077506294,Palacio
14902,597551124043868070,Argüelles
14905,597578992902774708,Valdefuentes
14906,594000776379365688,Campamento
14907,597619427559503390,Sol
14909,594036225192077925,Palos de Moguer
14910,597636912457412329,Puerta Bonita
14911,594145676500738626,Bellas Vistas
14912,597664653657092837,Cortes
14913,594149850602606585,Rejas
14914,597677843017461653,Almendrales
14915,597677886463912902,Almendrales
14916,594175020136438492,Universidad
14917,597677905058777795,Almendrales
14918,594203170855907830,Palacio
14919,597678228147012227,Almendrales
14920,594231662254901671,Almagro
14921,597694938639178426,Trafalgar
14922,594426274173204081,Palacio
14923,594553388678284138,Guindalera
14925,597791214663458676,Palos de Moguer
14926,594583358343296376,Justicia
14927,597817428127661827,Palacio
14928,597825570485695784,Lista
14929,594623781555047948,Palacio
14930,597841465139760009,Palacio
14931,594645118170982131,Palacio
14932,597875572343254422,Fontarrón
14933,594665428352848145,Lista
14934,597911084018004004,Cortes
14935,594676504954847187,Guindalera
14936,598098266564475798,Simancas
14937,598533914380754953,Comillas
14938,598214961539716620,Cortes
14939,598544273404358971,Palacio
14940,598224742741399435,Embajadores
14941,598573345896856646,Sol
14942,598575221925945690,Sol
14943,598237153308408756,Justicia
14944,598239989104984287,Cortes
14945,598613188273877158,Guindalera
14946,598240377444998197,Argüelles
14947,598745400767329686,Berruguete
14948,598251375196448775,Universidad
14949,598886721910452615,Argüelles
14950,598889862804476015,Palacio
14951,598275666155492494,Embajadores
14952,598917044926597393,Universidad
14953,598277543939282555,Universidad
14954,598919995218344615,Ciudad Jardín
14955,598291878293746299,Sol
14956,598989008739479487,Pacífico
14957,598325743885789254,Arapiles
14958,598990643858918511,Moscardó
14959,598396031254483262,Goya
14960,598995104626878154,Almendrales
14962,598998490178353304,Almendrales
14963,598413706005696661,Goya
14964,599046304010818205,Pueblo Nuevo
14965,599065137872598371,Zofío
14966,598431541246017133,Colina
14967,598462586920324382,Sol
14968,599089213728132465,Cuatro Caminos
14969,599111693828320997,Embajadores
14970,598519679658958552,Pradolongo
14971,598529806182046268,Guindalera
14972,599146593464245764,Imperial
14973,602154319610244179,Vallehermoso
14974,599153405272978119,Embajadores
14975,602300578007173177,Universidad
14976,599167715739306891,Embajadores
14977,599187049506150167,Recoletos
14978,602401718676137750,Palacio
14979,599211191881185991,Casa de Campo
14980,602514704557007949,Universidad
14981,602517765394211114,Universidad
14982,599229342482389177,Palacio
14983,602559461019143743,Justicia
14984,599310921464770299,Pinar del Rey
14985,602564615569092432,Embajadores
14986,602591336891430810,Justicia
14988,602623525093861967,Arapiles
14989,599622070005255338,Justicia
14990,602640415457511285,Puerta del Angel
14991,599630361641218980,Hispanoamérica
14992,602654218151433320,Cortes
14993,599630490214130657,Universidad
14994,599676119385329059,Palacio
14995,599690923677137923,San Diego
14996,602688918860152760,Trafalgar
14997,599696908752424954,Universidad
14998,602722938636313893,Prosperidad
14999,602724670092420137,Recoletos
15000,599702834055294497,Vallehermoso
15001,602762318836804439,Universidad
15003,599815876214706078,Argüelles
15004,602767343694171748,Sol
15005,602792160409424525,Canillejas
15006,599817304877986643,Universidad
15007,602793634375870747,Goya
15008,602801210452572124,Goya
15009,599870777970542330,Palacio
15010,602842510749417421,Moscardó
15011,599890619555152009,Palacio
15012,599892691275250531,Argüelles
15013,599893357131965557,Argüelles
15015,602860249243633486,Universidad
15016,599899841714156736,Argüelles
15017,602874753362614723,Universidad
15018,599935287470772150,Bellas Vistas
15019,602884705762868097,Argüelles
15020,599980728325862979,Nueva España
15022,599991678484851766,Ibiza
15023,600002218548005640,Almagro
15025,600011420545902666,Trafalgar
15026,603249639178312265,Sol
15027,600018167645895540,Justicia
15028,603260319891004073,Sol
15029,600050171429521070,Numancia
15030,603371397867202978,Universidad
15032,600051975529487409,Palacio
15033,603403476285454677,Rios Rosas
15035,603443321437706462,Palacio
15036,600264771347771793,Palos de Moguer
15037,600345964808721373,Justicia
15039,603524139173749887,Cortes
15040,600349701712641739,Justicia
15041,603587658288963996,Comillas
15042,600368542492136007,Palacio
15043,603592466684328635,Pinar del Rey
15044,600368939714617462,Universidad
15045,600398581741788896,Palacio
15046,603669533758861221,Valdezarza
15047,600423826328793232,Universidad
15048,603709839837525205,Comillas
15049,603709912286579145,Universidad
15050,600474685977713489,Recoletos
15051,600490598747635522,Simancas
15053,600493384897585420,Universidad
15054,604028574619676298,Embajadores
15055,600498887650659731,Palacio
15056,604036585327260380,Almendrales
15057,600502267658651979,Justicia
15058,600522372758777293,Palacio
15060,600531317117099705,Universidad
15061,604044087130095913,Sol
15062,600543364311289261,Almendrales
15063,600552277823832755,Universidad
15064,604092307498076311,Embajadores
15065,600555789148214580,Universidad
15066,604093666785757780,Argüelles
15068,600652594718524491,Palomeras Bajas
15070,604196715923030329,Rios Rosas
15071,600664803931317854,Sol
15072,604210153800297559,Orcasur
15073,600677531495561607,Justicia
15074,600783958671043565,Universidad
15075,604248516121916467,Palacio
15076,604267182533262141,Arapiles
15077,600786677931688944,Vista Alegre
15078,604281220455175553,Valdeacederas
15079,600789912630118943,Universidad
15080,604287055879340149,Justicia
15082,600827208219732864,Vista Alegre
15083,604289882086892565,Lucero
15084,601041142885224642,Palacio
15085,601084763411242663,Universidad
15086,604348883039432781,Ibiza
15087,601099134821279651,Sol
15088,604449048525432799,Lucero
15089,601306813524662187,San Pascual
15090,604450687328587448,Orcasur
15091,601313580185440232,San Pascual
15092,604752791449540569,Puerta del Angel
15093,604822136599720326,Sol
15097,604852071010572643,Palacio
15101,605012123499045765,Butarque
15102,601501961353499919,Palacio
15103,605081801353484013,Butarque
15104,601743189889412716,Embajadores
15105,605406647651318479,Almendrales
15106,602071832360291475,Vista Alegre
15107,602072430818829425,Palacio
15108,605410290510944533,Embajadores
15109,602082651008804244,Sol
15111,607793930927962592,Embajadores
15112,605493075362617545,Orcasur
15113,607799616247513616,Niño Jesús
15114,605525788298538912,Orcasur
15115,607800298716142086,Niño Jesús
15116,605615046738522919,Almendrales
15117,607815399076574491,Embajadores
15118,605635637847740899,Vista Alegre
15119,607851709430620279,Cuatro Caminos
15121,607864838039390617,Palacio
15122,606183263109130096,Palacio
15123,607869512688464409,Palacio
15124,607933892273906798,Palacio
15126,606244600937863688,Universidad
15127,608042923458045056,Cortes
15128,608058456526115191,Universidad
15129,606864695043410180,Cuatro Caminos
15130,608354275446351139,Sol
15131,606952254922870231,Casco Histórico de Vallecas
15132,606965153025236856,Ibiza
15133,608371725690156760,Universidad
15134,607029213192171946,Valdezarza
15135,607033866858490401,Embajadores
15137,608417143494176690,El Viso
15138,607072233451465723,Canillas
15140,607139683227839535,Bellas Vistas
15142,607146436013707102,Pueblo Nuevo
15143,608586314416422970,Justicia
15144,607687886393516833,Aluche
15145,608614527664514037,Jerónimos
15146,608667288787177310,Lucero
15147,608712015041799026,Palacio
15148,608755415042697309,Pinar del Rey
15149,607692268530511424,Trafalgar
15150,608889463889736449,Acacias
15151,607709006104916938,Universidad
15152,607716836106992262,Cortes
15153,608952635749863671,Lista
15154,607719917968880113,Palacio
15155,609080593422651962,Almagro
15156,609089002599218320,Trafalgar
15157,613062487041542968,Embajadores
15158,609120058220564293,Arcos
15159,609155355864865692,Rios Rosas
