,id,neighbourhood
3462,18663087,Atocha
3463,18939260,Chopera
3469,18945412,Embajadores
3470,18688866,Palacio
3472,18690539,Sol
3473,18696464,Embajadores
3474,18947443,Marroquina
3475,18701568,Embajadores
3476,18956161,Goya
3477,18702124,Embajadores
3478,18957739,Ciudad Jardín
3479,18702360,Embajadores
3480,18967799,Entrevías
3482,18968700,San Diego
3484,18712658,Sol
3486,18972777,Embajadores
3488,18974886,Cortes
3489,18719337,Casco Histórico de Vallecas
3490,18975889,Embajadores
3500,18985326,Chopera
3502,18752763,Cuatro Caminos
3503,18993001,Universidad
3504,18765719,Rejas
3505,18993060,Delicias
3508,18766242,Puerta del Angel
3509,18768618,Universidad
3514,18779998,Embajadores
3517,18788862,Rios Rosas
3519,19011445,Argüelles
3521,19013160,Fontarrón
3522,18800052,Universidad
3523,19013324,Universidad
3524,18802616,Universidad
3525,18803182,Justicia
3528,19023606,Justicia
3532,18816591,Puerta del Angel
3535,19033151,Simancas
3536,18818916,Simancas
3537,19033719,Palacio
3538,18823896,Sol
3542,18832514,Embajadores
3545,19046530,Palacio
3557,19094004,Cortes
3558,19050255,Universidad
3559,19095342,Palacio
3560,19097150,Universidad
3562,19097752,Universidad
3566,19054913,Justicia
3568,19109200,Argüelles
3569,19060615,Embajadores
3571,19109336,Palacio
3575,19062449,Fontarrón
3576,19109490,Palacio
3578,19111892,Castilla
3581,19112582,Castilla
3582,19112671,Sol
3584,19113667,Cortes
3586,19115291,Guindalera
3595,19118395,Lista
3596,19118708,Cortes
3597,19260485,Universidad
3598,19119610,Cortes
3603,19262942,Universidad
3604,19263764,Argüelles
3606,19266049,Universidad
3608,19129261,Justicia
3609,19130890,Embajadores
3610,19267077,Universidad
3612,19267721,Opañel
3614,19135262,Vallehermoso
3619,19141243,Embajadores
3623,19149799,Argüelles
3626,19150801,Universidad
3633,19278272,Cortes
3635,19278728,Justicia
3637,19155752,Palacio
3641,19158406,Universidad
3642,19279428,Universidad
3643,19159921,Palacio
3644,19280195,Sol
3646,19280280,Sol
3647,19280961,Palacio
3648,19166987,Embajadores
3649,19168256,Concepción
3650,19281556,Sol
3655,19172122,Embajadores
3656,19285336,Palacio
3657,19287264,Embajadores
3658,19172432,Embajadores
3664,19175300,Cortes
3666,19175302,Cortes
3667,19175708,Goya
3668,19175717,Cortes
3669,19294104,San Diego
3670,19301422,Gaztambide
3671,19176012,Orcasitas
3675,19302769,Justicia
3676,19185703,Ciudad Jardín
3678,19190925,Puerta del Angel
3681,19191289,Universidad
3684,19198435,Justicia
3685,19304560,Imperial
3686,19206616,Embajadores
3690,19307956,Argüelles
3692,19308918,Palos de Moguer
3694,19311782,Bellas Vistas
3696,19313131,Nueva España
3698,19221797,Cortes
3699,19314402,Argüelles
3700,19221798,Cortes
3701,19315659,Sol
3704,19321571,Castellana
3705,19224699,Embajadores
3708,19225802,Adelfas
3709,19323256,Cortes
3710,19327741,Justicia
3712,19328536,Cortes
3714,19230832,Pradolongo
3720,19339011,Valverde
3723,19238125,Vallehermoso
3725,19341675,Universidad
3728,19341887,Palacio
3729,19242227,Ibiza
3731,19342533,Quintana
3734,19254694,Sol
3735,19342946,Numancia
3741,19357718,Chopera
3742,19344668,Embajadores
3743,19344751,Embajadores
3744,19359353,Opañel
3746,19361512,Sol
3748,19345027,Embajadores
3752,19348989,Justicia
3753,19351077,Sol
3754,19364210,Puerta del Angel
3755,19353757,Universidad
3760,19369221,Trafalgar
3761,19355899,Palacio
3762,19371484,Sol
3766,19356583,Comillas
3767,19371914,Chopera
3769,19356645,Guindalera
3772,19376892,Embajadores
3778,19380403,Sol
3780,19380888,Sol
3791,19384206,Universidad
3798,19487112,Universidad
3799,19385437,Sol
3800,19487206,Cortes
3801,19385530,Sol
3808,19386068,Sol
3809,19493049,El Viso
3811,19388327,Trafalgar
3813,19394831,Universidad
3816,19395423,Palacio
3822,19501097,Quintana
3831,19403004,Justicia
3832,19509214,Cortes
3836,19405459,Trafalgar
3838,19406085,Sol
3840,19516255,Goya
3843,19407019,Justicia
3847,19407457,Embajadores
3851,19409011,Embajadores
3857,19410915,Ibiza
3859,19411126,Rios Rosas
3861,19417791,Cármenes
3871,19422632,Palacio
3873,19423628,Moscardó
3875,19543183,Universidad
3876,19428456,Embajadores
3878,19428759,Palomeras Bajas
3879,19543453,Argüelles
3880,19544331,Pacífico
3886,19548058,Embajadores
3887,19435904,Embajadores
3889,19438429,Embajadores
3892,19550119,Palacio
3894,19448030,Justicia
3895,19553592,Pilar
3901,19451361,Guindalera
3903,19560372,Embajadores
3904,19455452,Argüelles
3913,19457000,Sol
3918,19567559,Palacio
3923,19569608,Justicia
3924,19587804,Palacio
3929,19599296,Acacias
3932,19605418,Embajadores
3933,19580114,Acacias
3937,19581941,Universidad
3940,19584525,Palacio
3941,19613999,Sol
3942,19620306,Embajadores
3948,19906346,Palacio
3950,19919009,Embajadores
3952,19647693,Pueblo Nuevo
3953,19922980,Universidad
3955,19924834,Cortes
3957,19931449,Embajadores
3958,19936762,Embajadores
3960,19938364,Cortes
3967,19941627,Nueva España
3968,19656294,Cortes
3969,19945366,Rios Rosas
3976,19958108,Cortes
3977,19958174,Palacio
3984,19974031,Universidad
3987,19687220,Palacio
3988,19975472,Ciudad Universitaria
3989,19976306,Embajadores
3991,19688533,Palomas
3992,19688946,Ciudad Jardín
3993,19977136,Quintana
3994,19691652,Castellana
3995,19692022,Cortes
3997,19692765,Palacio
4001,19984657,Sol
4003,19987945,Justicia
4007,19992352,Palacio
4008,19992357,Embajadores
4010,19993726,Lista
4012,19723041,Cármenes
4013,19996169,Sol
4016,19999450,Argüelles
4017,19741376,Justicia
4018,20009690,Embajadores
4019,20011081,Palacio
4021,19755426,Universidad
4023,20011461,Universidad
4024,20014388,Embajadores
4026,20029097,Universidad
4027,20029385,Cortes
4028,19772178,Embajadores
4029,20030190,Palacio
4032,19784925,Embajadores
4033,20042196,Universidad
4035,19790665,Universidad
4036,20044097,Embajadores
4037,19792980,San Diego
4041,19805401,Embajadores
4042,20052559,Justicia
4048,20065636,Cármenes
4049,19817938,Palacio
4051,19823070,Embajadores
4053,19825677,Numancia
4056,20089804,Cortes
4057,20098186,Cortes
4060,20129330,Ibiza
4061,20130468,Justicia
4062,20132289,Embajadores
4066,19846095,Palacio
4070,19850984,Embajadores
4072,19851334,Palacio
4075,20167485,Fuente del Berro
4078,19859469,Universidad
4079,19864129,San Pascual
4082,19867197,Universidad
4083,20180442,Arcos
4087,19874474,Lista
4093,20185407,Piovera
4094,20185526,Piovera
4097,19891220,Cármenes
4100,20199593,Embajadores
4102,19897544,Recoletos
4103,20212612,Embajadores
4104,20200250,Embajadores
4105,20200455,Palos de Moguer
4107,20201013,Palos de Moguer
4108,20202346,Argüelles
4111,20229880,Recoletos
4113,20205492,Rios Rosas
4116,20210575,Universidad
4119,20238369,Numancia
4124,20259825,Ibiza
4126,20261721,Embajadores
4129,20658228,Jerónimos
4132,20273611,Castillejos
4133,20663949,Entrevías
4134,20670897,Gaztambide
4136,20676873,Palacio
4137,20277639,Embajadores
4138,20680975,Justicia
4139,20284680,Sol
4140,20285377,Universidad
4146,20303682,Peñagrande
4147,20691543,Palacio
4148,20304887,Pacífico
4150,20313041,Piovera
4151,20315436,Sol
4154,20704094,Embajadores
4155,20319786,Castellana
4156,20706300,Sol
4157,20707190,Palacio
4158,20322926,Piovera
4159,20707974,Casco Histórico de Barajas
4160,20324976,Cuatro Vientos
4166,20736724,Ibiza
4168,20740624,Sol
4169,20346903,Embajadores
4171,20347373,Imperial
4173,20348152,Palacio
4175,20357669,Arapiles
4180,20770882,Guindalera
4181,20770894,Palacio
4184,20790803,Sol
4185,20405836,Prosperidad
4186,20792652,Argüelles
4187,20408381,Fontarrón
4189,20414468,Acacias
4190,20796850,Palacio
4191,20434663,Sol
4192,20801194,Justicia
4193,20802151,Santa Eugenia
4194,20439452,Ventas
4197,20809222,Palos de Moguer
4200,20452408,Universidad
4202,20456319,Justicia
4203,20813229,Prosperidad
4204,20465040,Almenara
4206,20473789,Valdefuentes
4208,20813778,Embajadores
4209,20814468,Palos de Moguer
4210,20814789,Palos de Moguer
4211,20487100,Goya
4212,20815153,Palos de Moguer
4213,20491478,Trafalgar
4216,20495632,Amposta
4217,20825778,Universidad
4218,20509156,Pueblo Nuevo
4221,20832570,Cuatro Caminos
4225,20839439,Embajadores
4226,20520511,Cortes
4227,20839512,Justicia
4230,20842630,Embajadores
4232,20845506,Universidad
4233,20542189,Palacio
4234,20853622,Embajadores
4235,20853920,Imperial
4236,20547357,Justicia
4239,20560468,Canillas
4240,20856198,Aluche
4241,20561727,Cortes
4242,20859057,Sol
4250,20881847,Universidad
4255,20577575,Embajadores
4256,20577647,Piovera
4257,20891079,Legazpi
4258,20579404,Castellana
4259,20891373,Legazpi
4260,20583855,Palacio
4262,20587871,San Isidro
4263,20899565,Sol
4264,20900488,Embajadores
4265,20594614,Justicia
4268,20595974,Embajadores
4269,20907153,Justicia
4270,20599691,Universidad
4273,20611507,Embajadores
4275,20924163,Justicia
4276,20925743,Palos de Moguer
4277,20620197,Fontarrón
4278,20635529,Concepción
4279,20928197,Justicia
4280,20931830,Alameda de Osuna
4284,20939932,Palacio
4285,20955096,Almenara
4286,20943169,Cortes
4287,20955251,Cortes
4288,20955569,Argüelles
4289,20943314,Rios Rosas
4291,20943727,Justicia
4294,20969394,Palacio
4295,20951336,Recoletos
4298,21272863,Ibiza
4299,20980560,Palacio
4302,21291212,Cortes
4306,21301754,San Andrés
4310,20991832,Sol
4311,21304193,Puerta Bonita
4312,21315315,Cármenes
4314,21002529,Palacio
4317,21318687,Palacio
4318,21007373,Universidad
4319,21332238,Cortes
4320,21018120,Guindalera
4321,21341857,Embajadores
4324,21352903,Sol
4325,21023660,Embajadores
4326,21025278,Embajadores
4327,21362931,Simancas
4328,21362950,Sol
4329,21026173,Embajadores
4332,21035366,Universidad
4333,21367082,Estrella
4334,21037710,Embajadores
4335,21039039,Universidad
4337,21039601,Mirasierra
4338,21371309,Atocha
4340,21039766,Castellana
4342,21041035,Universidad
4344,21378300,Almenara
4345,21075773,Palos de Moguer
4346,21379394,Sol
4347,21083580,Embajadores
4349,21088424,Embajadores
4351,21089456,Sol
4353,21091918,Quintana
4355,21388718,Goya
4358,21389483,Jerónimos
4359,21096008,Mirasierra
4360,21096480,Cortes
4361,21099860,Pacífico
4362,21390488,Embajadores
4365,21103099,Almagro
4366,21401356,Jerónimos
4367,21105620,Argüelles
4368,21402384,Bellas Vistas
4371,21109370,Justicia
4372,21408141,Embajadores
4373,21408258,Universidad
4374,21116143,Peñagrande
4375,21119642,Pinar del Rey
4377,21120714,Comillas
4379,21120756,Palacio
4381,21122724,Argüelles
4384,21123554,Palacio
4385,21422183,Jerónimos
4386,21131476,Delicias
4390,21139972,San Isidro
4392,21145751,Embajadores
4395,21158218,Moscardó
4396,21430330,Justicia
4398,21437216,Embajadores
4399,21168708,Embajadores
4400,21438817,Ciudad Jardín
4401,21169917,Cortes
4402,21444447,Almagro
4403,21171886,Entrevías
4404,21453792,Orcasur
4406,21455170,Casco Histórico de Barajas
4407,21180608,Palacio
4409,21181180,Goya
4410,21184348,Cortes
4411,21456587,Pueblo Nuevo
4412,21457533,Ibiza
4414,21465818,Justicia
4416,21191658,Castellana
4418,21473312,Palacio
4420,21473919,San Diego
4421,21198017,Palacio
4422,21199029,Acacias
4427,21485131,Ventas
4428,21212124,Embajadores
4429,21486293,Embajadores
4430,21212218,Palos de Moguer
4431,21493122,Universidad
4432,21496663,Embajadores
4433,21498125,Embajadores
4434,21213060,Embajadores
4435,21507668,Universidad
4436,21220229,Concepción
4437,21228494,Palacio
4438,21509581,Palacio
4440,21511822,Justicia
4443,21240989,Justicia
4444,21515121,Universidad
4445,21242025,Argüelles
4446,21515176,Palos de Moguer
4449,21246678,Ventas
4450,21550380,Jerónimos
4451,21246929,Simancas
4453,21258978,Mirasierra
4454,21262594,Numancia
4455,21570744,Sol
4456,21270038,Castellana
4457,21573980,Palacio
4460,21604470,Corralejos
4461,21581783,Opañel
4462,21584192,Embajadores
4466,21592236,Entrevías
4467,21605577,Universidad
4470,21620097,Universidad
4471,21595408,Embajadores
4474,21628332,Embajadores
4475,21879674,Fuente del Berro
4480,21882223,Palacio
4481,21888134,Palacio
4482,21638682,Embajadores
4483,21641319,Embajadores
4485,21645197,Universidad
4486,21889023,Jerónimos
4488,21646746,Recoletos
4489,21891926,Palacio
4490,21653334,Argüelles
4492,21897224,Cortes
4493,21653361,Palacio
4495,21654281,Ventas
4496,21656304,Embajadores
4497,21907666,Cortes
4501,21918819,Universidad
4503,21665242,Cortes
4504,21671884,Almagro
4506,21672060,Almagro
4507,21677593,Embajadores
4508,21923038,Embajadores
4510,21692963,Quintana
4516,21930169,Rosas
4517,21698918,Palacio
4518,21931400,Trafalgar
4519,21703332,Ambroz
4520,21939189,Ibiza
4522,21710222,Argüelles
4523,21711127,Palacio
4524,21941840,Vallehermoso
4529,21728003,Palacio
4530,21944126,Delicias
4531,21944800,Palacio
4532,21732035,Palacio
4533,21946532,Palos de Moguer
4534,21732036,Sol
4535,21732039,Embajadores
4536,21948184,Justicia
4537,21736363,Castillejos
4538,21948629,Justicia
4541,21963438,Palacio
4543,21971392,Palacio
4545,21749942,Palacio
4546,21972138,Arapiles
4547,21756845,Universidad
4548,21975168,Palacio
4549,21976709,Palacio
4550,21758630,Justicia
4551,21977656,Palacio
4552,21762182,Sol
4553,21978147,Universidad
4555,21979284,Lucero
4556,21765308,Palacio
4557,21979690,Justicia
4558,21991679,Guindalera
4561,21993405,Embajadores
4562,21769396,Palacio
4566,21801616,San Diego
4568,21808155,Embajadores
4569,22003790,Justicia
4571,22004213,Argüelles
4576,22005454,Guindalera
4577,21819316,Palacio
4579,21819769,Universidad
4581,21827899,Palacio
4582,22011652,Embajadores
4587,22022746,Palos de Moguer
4588,21844127,Opañel
4590,22028562,Cuatro Caminos
4591,21856724,Embajadores
4595,22033666,Embajadores
4596,21858882,Pinar del Rey
4597,21859129,Argüelles
4599,22043848,Sol
4600,21859287,Casa de Campo
4602,21859330,Argüelles
4603,22048206,Cortes
4604,21859393,Cuatro Caminos
4608,21859407,Argüelles
4609,21859420,Argüelles
4610,21859444,Casa de Campo
4611,21859458,Casa de Campo
4613,21861165,Embajadores
4614,21862103,Recoletos
4615,22059474,Ibiza
4616,21863078,Orcasur
4617,22060178,Ibiza
4618,21872041,Sol
4625,22075141,Ibiza
4626,21877512,Embajadores
4627,22075253,Embajadores
4628,21879461,Gaztambide
4632,22080021,Embajadores
4633,22136657,Lista
4640,22082537,El Viso
4641,22145213,Embajadores
4645,22160218,Ibiza
4646,22161057,Valdeacederas
4647,22093664,Arapiles
4650,22163894,Sol
4652,22172491,Palos de Moguer
4653,22098868,Embajadores
4656,22174013,Sol
4662,22395407,Gaztambide
4665,22186227,Palomeras Bajas
4667,22401318,Lucero
4669,22407193,Embajadores
4671,22409298,Arapiles
4672,22416848,Palacio
4674,22419773,Embajadores
4676,22429342,Palacio
4678,22223326,Casco Histórico de Vallecas
4679,22432173,Universidad
4682,22432427,Embajadores
4683,22225748,Moscardó
4685,22443198,Embajadores
4687,22227272,Palacio
4688,22227273,Sol
4689,22446032,Justicia
4690,22235398,Palacio
4691,22446866,Justicia
4692,22454692,Lucero
4694,22457706,San Diego
4696,22458209,Universidad
4697,22242267,Recoletos
4700,22458876,San Pascual
4702,22245868,Fuente del Berro
4703,22464399,Peñagrande
4704,22475549,Trafalgar
4705,22247312,Ciudad Jardín
4706,22478937,Pacífico
4708,22483208,Palacio
4709,22256916,Embajadores
4710,22490441,Palacio
4713,22491478,Embajadores
4715,22491898,Numancia
4717,22276927,Embajadores
4718,22494961,Sol
4719,22277884,Palacio
4722,22497047,Embajadores
4723,22497329,Embajadores
4724,22280427,Justicia
4725,22286719,Niño Jesús
4726,22513967,San Isidro
4730,22302614,Embajadores
4733,22305603,Palacio
4734,22307213,Justicia
4735,22532179,Universidad
4736,22307669,Embajadores
4737,22537779,Jerónimos
4738,22537841,Jerónimos
4742,22316138,Palacio
4743,22542701,Legazpi
4746,22543661,Cuatro Caminos
4748,22332864,Embajadores
4749,22549130,Almagro
4750,22336334,Universidad
4751,22561066,Guindalera
4753,22338475,Embajadores
4756,22340772,Ventas
4757,22583683,Simancas
4760,22341232,Embajadores
4761,22598667,Palacio
4762,22342124,Palacio
4763,22598824,Comillas
4764,22342207,Embajadores
4768,22350554,Prosperidad
4771,22634993,Moscardó
4772,22352254,Palacio
4773,22352494,Trafalgar
4777,22354625,Embajadores
4778,22650457,Goya
4780,22354751,Jerónimos
4781,22660533,Embajadores
4782,22355241,Sol
4783,22662207,Justicia
4784,22664561,Embajadores
4789,22667915,Pinar del Rey
4794,22373063,Cortes
4796,22381438,Trafalgar
4799,22688223,Embajadores
4804,22690469,Castillejos
4805,22691075,Embajadores
4806,22767178,Embajadores
4807,22780563,Lista
4808,22694811,Justicia
4809,22700207,Justicia
4810,22785220,Justicia
4813,22785366,Jerónimos
4814,22787035,Trafalgar
4816,22787596,Trafalgar
4817,22800510,Pinar del Rey
4819,22800970,Puerta del Angel
4820,22741612,Recoletos
4821,22801194,Piovera
4822,22748492,Universidad
4823,22802277,Puerta del Angel
4824,22748869,Recoletos
4827,22806331,Trafalgar
4828,22808871,Palacio
4829,22752048,Sol
4830,22813253,Trafalgar
4831,22756930,Trafalgar
4832,22815736,Canillejas
4834,22758306,Universidad
4836,22758557,Pueblo Nuevo
4837,22822757,Palacio
4839,22830902,Palomeras Bajas
4841,22842633,Bellas Vistas
4843,22759109,Palacio
4844,22759604,Embajadores
4846,22859608,Universidad
4847,22862142,Sol
4848,22764702,Guindalera
4849,22863670,Universidad
4850,22764792,Justicia
4852,22878458,Universidad
4853,22764883,Embajadores
4854,22893199,Cuatro Caminos
4856,23124018,Castillejos
4857,22895080,Bellas Vistas
4859,22896409,Bellas Vistas
4860,23134144,Castillejos
4862,22896599,Cuatro Caminos
4863,23135389,Castillejos
4864,22915229,Fuente del Berro
4866,23135722,Castillejos
4867,22916988,Trafalgar
4869,23137302,Castillejos
4870,22918821,Acacias
4872,23137641,Castillejos
4873,22925834,Puerta del Angel
4875,22933453,Cortes
4878,23138724,Castillejos
4879,22942186,Universidad
4881,22942266,Palacio
4884,22943330,Castellana
4885,23139491,Castillejos
4888,22943516,Embajadores
4889,22943847,Embajadores
4892,22962759,Delicias
4893,23142367,Canillas
4894,23156070,Almenara
4897,22979116,Sol
4899,22979863,Palacio
4900,22984725,Justicia
4901,23164061,Cármenes
4902,22985103,Justicia
4903,23166282,Embajadores
4904,22985266,Cortes
4905,23167066,Palacio
4906,22995510,Embajadores
4907,23175496,Universidad
4908,23176137,Guindalera
4912,23185366,Quintana
4913,22996773,Goya
4917,23194959,Argüelles
4918,23013704,Lista
4919,23196870,Embajadores
4922,23203785,Sol
4923,23035392,Ventas
4924,23205290,Recoletos
4925,23210760,Ibiza
4927,23212335,Pacífico
4928,23041302,Justicia
4930,23044497,Embajadores
4931,23050623,Sol
4933,23217051,Justicia
4934,23051072,Mirasierra
4935,23219947,Recoletos
4936,23058236,Embajadores
4937,23225408,Numancia
4940,23069092,Sol
4941,23230099,Palos de Moguer
4943,23231839,Quintana
4945,23241387,Palos de Moguer
4946,23089205,Almagro
4947,23243363,Arapiles
4949,23105267,Universidad
4951,23105274,Palacio
4952,23254763,Bellas Vistas
4953,23105786,Casa de Campo
4954,23269747,Sol
4955,23107624,Embajadores
4958,23280751,Justicia
4959,23115562,Goya
4960,23281803,Cortes
4961,23115564,Prosperidad
4963,23115929,Palacio
4964,23285940,Trafalgar
4966,23286224,Universidad
4967,23117462,San Juan Bautista
4968,23287977,Sol
4969,23118594,Trafalgar
4970,23288641,Palacio
4971,23301767,Palacio
4973,23303365,Cortes
4975,23119737,Palacio
4976,23309381,Cortes
4978,23317320,Castilla
4980,23317354,Ciudad Jardín
4981,23404534,Aravaca
4983,23405331,Moscardó
4985,23321578,Sol
4987,23332735,Embajadores
4988,23409683,San Fermín
4992,23340755,San Diego
4997,23429304,Universidad
4998,23349170,Cortes
4999,23429896,Embajadores
5000,23351387,Justicia
5001,23351424,Almagro
5002,23430485,Recoletos
5003,23430746,Justicia
5004,23431443,Embajadores
5005,23351951,San Diego
5006,23357799,Comillas
5007,23445505,Cortes
5010,23368751,Cortes
5012,23368752,Palacio
5013,23451465,Pinar del Rey
5014,23375485,Rios Rosas
5016,23452584,Embajadores
5018,23459171,Goya
5019,23393279,Rosas
5020,23459257,Justicia
5021,23459443,Embajadores
5022,23397073,Justicia
5023,23459480,Goya
5024,23674750,Palos de Moguer
5025,23460041,Recoletos
5028,23674803,Palos de Moguer
5029,23464880,Palacio
5031,23675993,Justicia
5032,23476851,Lucero
5034,23478020,Goya
5037,23483202,Canillas
5040,23485232,Embajadores
5041,23697736,Palos de Moguer
5042,23491904,Embajadores
5045,23699973,Palacio
5046,23706651,Embajadores
5047,23721334,Opañel
5048,23494179,Sol
5051,23495076,Embajadores
5053,23495524,Embajadores
5055,23497627,Goya
5057,23498851,Castellana
5059,23499064,Recoletos
5060,23737302,Embajadores
5061,23499803,El Viso
5062,23739309,Embajadores
5063,23500006,Almendrales
5065,23500028,El Viso
5068,23509044,Universidad
5069,23745996,Universidad
5070,23747193,Fuente del Berro
5075,23756999,Palacio
5077,23770161,Universidad
5079,23518344,Justicia
5081,23518775,Ibiza
5082,23785508,Delicias
5084,23521086,Puerta del Angel
5085,23797642,Rios Rosas
5087,23798502,Palacio
5088,23798608,Palacio
5089,23534312,Universidad
5090,23800083,Pacífico
5092,23807865,Embajadores
5093,23554443,Pacífico
5094,23831382,Embajadores
5095,23554747,Sol
5096,23557914,Palacio
5098,23564481,Prosperidad
5100,23570685,Universidad
5101,23853652,Berruguete
5102,23571586,Los Angeles
5103,23854075,Prosperidad
5104,23573448,Universidad
5105,23854785,Palacio
5106,23576978,Lista
5107,23856264,Valdeacederas
5108,23579133,Justicia
5109,23579143,Castillejos
5110,23856627,Sol
5112,23864324,Universidad
5113,23870321,Embajadores
5116,23591650,San Fermín
5117,23872048,Recoletos
5118,23872258,Embajadores
5119,23599006,Casco Histórico de Vallecas
5122,23601424,Sol
5123,23880381,Goya
5124,23602701,Delicias
5125,23880383,Opañel
5126,23623391,Embajadores
5127,23887305,Palacio
5128,23627486,Adelfas
5130,23628871,Embajadores
5131,23897523,Sol
5132,23638253,Embajadores
5133,23901804,Nueva España
5134,23643982,Palacio
5136,23644585,Palacio
5137,23913656,Justicia
5138,23645012,Valdezarza
5139,23917540,Goya
5142,23918141,Lista
5144,23650100,Palacio
5146,23921327,Pacífico
5150,23923900,Opañel
5151,23660687,Colina
5154,23666449,Palacio
5155,23924474,Recoletos
5156,23931701,Palacio
5157,23667274,San Diego
5159,23935986,Ciudad Jardín
5161,23936046,Valdeacederas
5162,23673866,Palacio
5163,23936660,Palacio
5164,23674514,Palos de Moguer
5165,23939767,Trafalgar
5167,23943336,Almagro
5168,23949246,Cármenes
5169,23996172,Embajadores
5172,23953585,Palacio
5173,23958330,Embajadores
5175,24014857,Embajadores
5176,23959082,Cortes
5177,23963707,Recoletos
5179,23968571,Justicia
5181,24026402,Niño Jesús
5182,23969176,Rejas
5183,23969417,Universidad
5184,24032723,Arapiles
5185,23971222,Sol
5186,24034417,Palos de Moguer
5188,24035381,Palacio
5190,24035894,Acacias
5191,23986063,Sol
5192,24037666,Imperial
5193,24038378,Universidad
5194,23991007,Embajadores
5197,24361393,Universidad
5199,24362246,Colina
5201,24042695,Cortes
5202,24364750,Universidad
5204,24365665,Embajadores
5207,24377410,Ibiza
5209,24384670,Sol
5210,24064337,Embajadores
5214,24398997,Universidad
5215,24085625,Pinar del Rey
5216,24411451,Comillas
5220,24417135,Cortes
5222,24419135,Sol
5223,24125532,Palos de Moguer
5224,24125795,Embajadores
5225,24421887,Embajadores
5226,24128944,Palacio
5229,24130835,Nueva España
5232,24428148,Comillas
5233,24134121,Universidad
5234,24428500,Comillas
5235,24135239,Palacio
5236,24436630,Guindalera
5238,24437133,Embajadores
5239,24147709,Justicia
5241,24151187,Nueva España
5244,24451365,Justicia
5245,24151782,Universidad
5246,24451972,Embajadores
5247,24166876,Valverde
5248,24171096,Adelfas
5249,24458539,Palacio
5250,24173397,Embajadores
5251,24461899,Goya
5252,24463484,Justicia
5253,24177795,Castellana
5254,24466032,Justicia
5256,24178010,Embajadores
5257,24478877,Canillas
5258,24178248,Sol
5259,24479088,Canillas
5260,24181506,Universidad
5261,24182172,Universidad
5262,24479164,Canillas
5264,24482043,Vista Alegre
5265,24212655,Lista
5266,24488560,Palacio
5267,24491437,Embajadores
5268,24215518,Universidad
5269,24492360,Embajadores
5270,24215719,Cortes
5273,24228890,Rios Rosas
5275,24503938,Jerónimos
5277,24505225,Argüelles
5278,24505443,Embajadores
5283,24247623,Embajadores
5284,24249549,Palacio
5285,24508884,Abrantes
5287,24509024,Embajadores
5288,24257940,Sol
5289,24509670,Universidad
5291,24509880,Universidad
5292,24509903,Universidad
5293,24258981,Valverde
5294,24264598,Delicias
5296,24274586,Embajadores
5299,24535371,Trafalgar
5300,24286198,Justicia
5303,24549885,Embajadores
5305,24293660,Embajadores
5306,24552208,Embajadores
5307,24555986,Delicias
5308,24303727,Universidad
5309,24557582,Prosperidad
5315,24317070,Goya
5316,24576454,Niño Jesús
5317,24319749,Palacio
5318,24320628,Palos de Moguer
5320,24323668,Hispanoamérica
5323,24587551,Universidad
5325,24328395,Sol
5326,24592541,Ibiza
5328,24594323,Pacífico
5329,24339118,Embajadores
5330,24348581,Palos de Moguer
5331,24594700,Universidad
5332,24350200,Argüelles
5333,24355249,San Isidro
5334,24596854,Pacífico
5335,24355672,Cortes
5340,24605468,Goya
5344,24740380,Puerta Bonita
5346,24743779,Hispanoamérica
5347,24619663,Embajadores
5348,24630615,Cortes
5349,24746994,Fuente del Berro
5350,24638828,Puerta del Angel
5353,24747576,Media Legua
5354,24640533,Acacias
5356,24752653,Sol
5357,24648288,Embajadores
5359,24649956,Guindalera
5361,24653228,Embajadores
5363,24792056,Casco Histórico de Vallecas
5364,24655695,Sol
5365,24799497,Palomeras Sureste
5366,24666391,Sol
5368,24799625,Pilar
5369,24671758,Embajadores
5370,24800101,Gaztambide
5372,24800673,Numancia
5373,24692982,Ibiza
5374,24805269,Castellana
5375,24693057,Ibiza
5377,24805964,Justicia
5378,24697607,Zofío
5379,24806503,Rios Rosas
5380,25180400,Sol
5381,24806839,Embajadores
5382,25183815,Embajadores
5383,25197605,Cuatro Caminos
5384,24813961,Puerta del Angel
5385,25198976,Bellas Vistas
5388,25204155,Justicia
5389,24819443,Palacio
5391,24819627,Cortes
5392,24821348,Cortes
5395,24827817,Palos de Moguer
5396,25221343,Embajadores
5397,24831929,Rios Rosas
5398,25226881,Cortes
5399,24832031,Sol
5400,25229885,Palacio
5405,24862265,Justicia
5406,25241413,Imperial
5408,24872161,Chopera
5411,24886374,Embajadores
5413,24888754,Ciudad Universitaria
5414,25256742,Universidad
5415,25256801,Sol
5416,24889247,Palacio
5419,25262285,Jerónimos
5420,24902292,Sol
5421,25272536,Universidad
5422,24903618,Embajadores
5424,24909875,Sol
5425,25278403,Palacio
5427,25280928,Chopera
5428,24916189,Embajadores
5432,24935267,Justicia
5435,25304648,Castillejos
5440,24940608,Palacio
5442,24945089,Argüelles
5443,25313243,Legazpi
5444,24957865,Gaztambide
5446,24959331,Embajadores
5447,24967286,Cuatro Caminos
5448,25321306,Lucero
5449,25323136,Sol
5450,24980742,Arapiles
5451,24982258,Rios Rosas
5452,25323846,Numancia
5453,25331866,Guindalera
5455,25336303,Almagro
5456,25343589,Universidad
5457,25007995,Argüelles
