id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,bathrooms,accommodates,bedrooms,host_is_superhost,beds,availability_30,monthly_occupancy,month,day,district_key,neighborhood_key,neighbourhood_group,median_price,how_expensive,predict
617452510410413584,40.41538,-3.70624,96,1,36,2.72,43,1.0,4,1.0,,2.0,21,0.3,5,23,1,2,Centro,106.0,15.0,147.08779344448274
618756314274625966,40.41996,-3.70857,102,1,86,6.47,130,1.0,3,1.0,1.0,2.0,0,1.0,6,7,1,4,Centro,106.0,15.0,98.22797038467856
618769659120326859,40.42,-3.70922,94,1,72,5.51,145,1.0,3,1.0,1.0,2.0,2,0.9333333333333333,6,9,1,4,Centro,106.0,15.0,98.82240354356148
618781924061458552,40.41796,-3.70729,94,1,91,6.95,131,1.0,3,1.0,1.0,2.0,1,0.9666666666666667,6,4,1,2,Centro,106.0,15.0,96.14334847129604
619182354441739858,40.39728,-3.66063,101,3,31,2.77,101,1.0,5,3.0,0.0,3.0,18,0.4,5,30,14,82,Puente de Vallecas,50.0,5.0,109.66167297179732
619214774591686215,40.42341,-3.67272,158,2,44,3.49,79,2.0,4,2.0,0.0,2.0,2,0.9333333333333333,5,5,3,7,Salamanca,120.0,16.0,143.1844368584316
617465464153858012,40.40211,-3.73927,130,2,11,1.13,40,1.0,2,1.0,0.0,1.0,0,1.0,5,1,19,104,Latina,45.0,2.0,77.79298648032332
619244724650312964,40.42358,-3.7038,123,1,30,2.35,357,1.0,3,1.0,0.0,1.0,22,0.26666666666666666,6,1,1,1,Centro,106.0,15.0,117.29734005659046
617697087073973289,40.44038,-3.61148,28,2,31,2.33,237,1.0,1,,,1.0,18,0.4,6,3,15,88,San Blas - Canillejas,60.0,8.0,31.498081845095463
617716347195803296,40.42872,-3.73681,80,2,4,0.34,160,2.0,6,1.0,0.0,3.0,0,1.0,8,7,2,63,Moncloa - Aravaca,74.0,10.0,111.67317596651382
619409985252566269,40.374,-3.71109,16,1,71,5.9,305,1.0,1,,,1.0,2,0.9333333333333333,6,3,21,114,Usera,54.0,6.0,25.98367350740356
619417826746747223,40.40911,-3.69846,81,2,75,5.73,56,1.0,2,1.0,1.0,1.0,11,0.6333333333333333,6,9,1,6,Centro,106.0,15.0,95.85461885515866
619947295160894536,40.413139,-3.712979,103,2,27,2.1,343,1.0,4,1.0,0.0,3.0,10,0.6666666666666666,6,2,1,4,Centro,106.0,15.0,112.96533186531468
619963460720913256,40.42623,-3.66958,92,3,36,2.87,142,1.0,2,,1.0,1.0,27,0.1,5,21,3,7,Salamanca,120.0,16.0,112.29968900351146
619987235038960131,40.39596,-3.65714,114,3,26,2.31,122,1.0,6,2.0,0.0,3.0,15,0.5,6,4,14,82,Puente de Vallecas,50.0,5.0,111.67945054339434
617885605972687778,40.424328,-3.701295,152,1,29,2.18,234,1.0,3,,0.0,2.0,28,0.06666666666666667,5,27,1,1,Centro,106.0,15.0,136.61520678981367
620003866773891527,40.43188139999999,-3.6684816,107,30,3,0.35,328,1.0,2,1.0,0.0,1.0,0,1.0,3,17,3,51,Salamanca,120.0,16.0,101.667007996412
617975074869716372,40.42834,-3.69906,93,2,19,1.43,356,1.0,2,,,1.0,29,0.03333333333333333,6,3,1,5,Centro,106.0,15.0,94.450832168696
620010595518014599,40.41164,-3.705873,193,3,16,1.22,77,2.0,3,1.0,0.0,1.0,17,0.43333333333333335,5,7,1,6,Centro,106.0,15.0,145.86044917855372
617986179054921417,40.40746,-3.70832,76,3,24,1.8,80,1.0,2,,,1.0,20,0.3333333333333333,5,2,1,6,Centro,106.0,15.0,68.8067320399282
620013094169542287,40.45235,-3.70902,81,2,20,1.75,132,1.0,2,2.0,0.0,2.0,3,0.9,5,19,10,81,Tetuán,79.0,11.0,79.95437142485484
617987908608131592,40.39403,-3.69757,44,1,34,2.56,360,1.0,2,,,1.0,25,0.16666666666666666,6,4,8,15,Arganzuela,81.0,12.0,55.62342301241289
620069983024274750,40.44904,-3.71407,35,20,1,0.09,21,3.0,1,1.0,,1.0,21,0.3,7,14,2,97,Moncloa - Aravaca,74.0,10.0,32.973708325334655
618154198451952108,40.47229,-3.6899,59,3,5,0.59,363,1.0,1,,,1.0,28,0.06666666666666667,5,20,10,21,Tetuán,79.0,11.0,45.2286911198073
620084269446638607,40.4357,-3.71719,146,2,22,1.72,69,1.0,4,1.0,0.0,3.0,0,1.0,5,4,4,43,Chamberí,88.0,13.0,113.74532956503676
623666636927737908,40.40135,-3.69059,125,1,60,4.66,257,1.0,2,1.0,0.0,1.0,19,0.36666666666666664,6,5,8,16,Arganzuela,81.0,12.0,102.49034777125564
623676662454654874,40.43783,-3.71547,218,1,5,0.41,0,1.0,4,1.0,0.0,2.0,0,1.0,10,9,4,43,Chamberí,88.0,13.0,147.76319165112434
620092063992185959,40.40860038973055,-3.7058752134010553,174,3,2,0.25,81,1.0,4,2.0,1.0,3.0,21,0.3,6,6,1,6,Centro,106.0,15.0,153.58832332737845
620162675611648610,40.3819,-3.69941,26,1,38,2.89,105,1.0,2,,,1.0,8,0.7333333333333333,5,29,21,78,Usera,54.0,6.0,35.670743356795235
620273331634835056,40.40895,-3.69847,57,2,22,1.69,8,1.0,2,1.0,0.0,1.0,0,1.0,12,22,1,6,Centro,106.0,15.0,108.54517676228367
623728692353561999,40.41442,-3.70224,139,1,8,0.61,0,1.0,6,3.0,0.0,4.0,0,1.0,7,26,1,19,Centro,106.0,15.0,140.44501835591822
620332382670643119,40.45905,-3.67355,73,2,6,0.5,127,1.0,2,1.0,0.0,3.0,8,0.7333333333333333,11,28,12,40,Chamartín,93.0,14.0,75.88924674033412
623914106949007258,40.41347,-3.69642,149,2,9,0.76,41,1.0,4,2.0,0.0,5.0,10,0.6666666666666666,4,7,1,19,Centro,106.0,15.0,158.21211070531646
620360527799736846,40.458229064941406,-3.672856092453003,73,2,4,0.33,142,1.0,2,1.0,0.0,1.0,30,0.0,12,7,12,60,Chamartín,93.0,14.0,98.94351917836345
623941397802495270,40.49165,-3.65506,30,2,26,1.98,149,1.0,1,,,1.0,2,0.9333333333333333,5,24,9,17,Hortaleza,71.0,9.0,33.664575057966886
624188327086576675,40.42079,-3.70297,91,5,8,0.62,42,1.0,2,1.0,,1.0,0,1.0,6,2,1,1,Centro,106.0,15.0,89.98674672132736
620608698378334860,40.42974,-3.70024,103,2,39,3.12,164,1.0,3,1.0,1.0,1.0,10,0.6666666666666666,5,8,4,8,Chamberí,88.0,13.0,98.35870064807185
624203253051669080,40.45175,-3.71222,50,7,6,0.57,326,1.0,4,2.0,0.0,2.0,8,0.7333333333333333,5,21,2,97,Moncloa - Aravaca,74.0,10.0,121.96063786136963
620671214887718636,40.42426,-3.71388,115,1,4,0.37,296,1.0,2,1.0,0.0,1.0,22,0.26666666666666666,2,26,2,3,Moncloa - Aravaca,74.0,10.0,142.21312943518555
624212139246835931,40.45755,-3.69615,60,21,2,0.25,160,1.0,2,1.0,0.0,1.0,10,0.6666666666666666,11,26,10,29,Tetuán,79.0,11.0,81.78045467309171
624271533243628624,40.42572751233815,-3.679333183623424,141,31,2,0.17,278,2.0,4,2.0,0.0,2.0,0,1.0,8,4,3,7,Salamanca,120.0,16.0,142.9587512372012
620744593498836681,40.3763915,-3.6604425,33,1,25,2.65,170,1.0,2,,,1.0,20,0.3333333333333333,5,31,14,103,Puente de Vallecas,50.0,5.0,38.23652999176021
624315644435819486,40.40893,-3.7298,107,3,14,1.13,163,1.0,4,2.0,0.0,3.0,23,0.23333333333333334,6,4,19,57,Latina,45.0,2.0,102.87693591186031
620809305581495352,40.42557,-3.70193,185,1,24,2.06,319,1.0,5,2.0,1.0,3.0,21,0.3,5,21,1,1,Centro,106.0,15.0,176.51032665666318
624339252577947029,40.42091,-3.71063,192,10,2,0.16,160,2.0,4,2.0,0.0,3.0,5,0.8333333333333334,8,13,1,4,Centro,106.0,15.0,163.80855854607137
620823934547249413,40.41688985663831,-3.707733041785119,63,1,23,1.8,354,2.0,4,,,2.0,22,0.26666666666666666,5,15,1,2,Centro,106.0,15.0,78.79020080455507
620868777305345910,40.446232,-3.701907,161,5,29,2.44,40,1.0,4,1.0,0.0,2.0,14,0.5333333333333333,6,4,4,11,Chamberí,88.0,13.0,116.19154196523633
620894408527036220,40.40163,-3.67703,105,6,4,0.33,364,1.0,2,,0.0,1.0,29,0.03333333333333333,3,30,6,20,Retiro,88.0,13.0,97.00624242170304
624401593854939196,40.42345,-3.70623,207,4,5,0.52,174,1.0,4,1.0,0.0,2.0,0,1.0,6,5,1,1,Centro,106.0,15.0,120.11506612501547
620943130173339723,40.43162,-3.63773,35,1,3,0.57,290,1.0,2,,,1.0,0,1.0,1,23,5,96,Ciudad Lineal,54.0,6.0,41.069188884463244
624464587292948740,40.41344,-3.69703,143,3,2,1.0,163,1.0,3,1.0,0.0,1.0,10,0.6666666666666666,5,26,1,19,Centro,106.0,15.0,112.34417909173987
624464713238085162,40.41545,-3.69684,181,4,7,0.63,320,2.0,3,2.0,0.0,2.0,3,0.9,3,31,1,19,Centro,106.0,15.0,155.8698249131256
621049377434025498,40.3752,-3.75467,97,2,9,0.71,67,1.0,10,4.0,0.0,5.0,7,0.7666666666666667,5,21,18,86,Carabanchel,55.0,7.0,109.59219439250488
621080966000546305,40.41064,-3.71119,35,2,47,5.44,296,2.0,2,,,1.0,4,0.8666666666666667,5,23,1,4,Centro,106.0,15.0,46.93640325411759
624543327598138229,40.469772,-3.588576,250,2,22,1.71,164,1.0,6,2.0,0.0,4.0,19,0.36666666666666664,6,4,7,32,Barajas,49.5,4.0,161.8669668667009
624580005212218403,40.46921,-3.71844,34,1,17,1.35,85,1.0,1,,,1.0,25,0.16666666666666666,6,7,2,58,Moncloa - Aravaca,74.0,10.0,40.82099935196944
621097902434044174,40.40436,-3.74807,47,3,55,4.39,2,1.0,2,,,1.0,2,0.9333333333333333,5,31,19,65,Latina,45.0,2.0,40.42094619855383
621136087597354912,40.40297,-3.67627,95,15,4,0.42,53,2.0,6,2.0,0.0,4.0,4,0.8666666666666667,2,22,6,20,Retiro,88.0,13.0,112.98549905130122
624655625632472277,40.40193,-3.66152,27,10,2,0.19,332,1.0,2,,,1.0,1,0.9666666666666667,9,30,14,82,Puente de Vallecas,50.0,5.0,30.79760471105652
621480001519839174,40.392357,-3.720375,70,3,6,0.47,43,1.0,2,1.0,0.0,1.0,3,0.9,4,30,18,42,Carabanchel,55.0,7.0,74.87306465626837
621516665130696825,40.42251,-3.70991,101,1,39,3.14,276,1.0,4,1.0,1.0,2.0,8,0.7333333333333333,5,28,1,4,Centro,106.0,15.0,127.27959176701376
624689655649696279,40.36803,-3.68605,30,1,17,1.3,37,1.0,1,,,1.0,8,0.7333333333333333,5,14,21,77,Usera,54.0,6.0,27.656442968307672
621786605708228658,40.41022,-3.70489,199,1,11,0.85,363,1.0,4,2.0,0.0,2.0,28,0.06666666666666667,2,25,1,6,Centro,106.0,15.0,162.86134047755544
621806347794632146,40.42678451538086,-3.616348028182984,32,5,4,0.36,313,2.0,2,,,2.0,0,1.0,3,15,15,118,San Blas - Canillejas,60.0,8.0,36.38404393091891
624978450130786303,40.41524,-3.69718,187,4,1,1.0,307,1.0,4,1.0,0.0,1.0,0,1.0,6,1,1,19,Centro,106.0,15.0,120.47439065404546
622111632368074603,40.45468,-3.70162,150,2,35,2.68,341,1.0,5,2.0,0.0,2.0,10,0.6666666666666666,6,4,10,39,Tetuán,79.0,11.0,111.37083002091946
625094666582028369,40.41674,-3.7039,182,7,3,0.28,156,1.0,2,1.0,0.0,1.0,0,1.0,1,9,1,2,Centro,106.0,15.0,119.39486117351352
625103058835142503,40.4077602,-3.7015089,146,2,11,1.68,329,1.0,4,3.0,1.0,3.0,17,0.43333333333333335,5,28,1,6,Centro,106.0,15.0,155.2347923328976
622314750331790514,40.45723,-3.6719,65,2,7,0.55,266,1.0,2,1.0,0.0,2.0,12,0.6,12,26,12,60,Chamartín,93.0,14.0,107.67982484548472
625104744502939864,40.405472,-3.692317,161,2,86,7.52,48,2.0,9,4.0,0.0,5.0,0,1.0,6,8,8,16,Arganzuela,81.0,12.0,167.13523656228483
622375915726335147,40.402512,-3.690958,99,2,86,6.53,123,1.0,2,1.0,1.0,1.0,6,0.8,5,25,8,16,Arganzuela,81.0,12.0,83.00555046466772
625115323246488666,40.40831,-3.70613,65,2,3,0.27,10,1.0,3,2.0,1.0,2.0,3,0.9,1,10,1,6,Centro,106.0,15.0,114.21925183107456
625157983399069677,40.42408,-3.69882,132,4,3,0.24,318,1.0,4,1.0,0.0,1.0,12,0.6,5,24,1,5,Centro,106.0,15.0,118.93132568933603
622428127120331485,40.41849,-3.70248,180,6,32,2.8,327,1.0,4,2.0,0.0,2.0,7,0.7666666666666667,5,20,1,2,Centro,106.0,15.0,143.82808496928996
622434282399823520,40.40947,-3.7095,49,1,25,1.92,182,1.0,2,,,1.0,18,0.4,1,1,1,6,Centro,106.0,15.0,67.76613465169538
625174316484140766,40.42369,-3.70152,66,1,2,1.46,76,1.0,2,,0.0,1.0,16,0.4666666666666667,5,21,1,1,Centro,106.0,15.0,64.95911275847392
625175933298293608,40.48612,-3.6642,104,1,18,1.43,135,1.0,7,1.0,0.0,5.0,10,0.6666666666666666,4,16,9,17,Hortaleza,71.0,9.0,116.88599406383386
622524346298520963,40.39771,-3.714,54,3,79,7.03,134,1.0,2,1.0,1.0,1.0,1,0.9666666666666667,6,8,18,48,Carabanchel,55.0,7.0,63.50996959950806
625193127304349198,40.40072,-3.66337,78,2,79,6.05,274,1.0,4,1.0,1.0,2.0,5,0.8333333333333334,5,29,14,82,Puente de Vallecas,50.0,5.0,70.12236208380874
622823928103728593,40.40251,-3.6762,88,5,23,1.95,54,2.0,6,2.0,0.0,4.0,5,0.8333333333333334,6,5,6,20,Retiro,88.0,13.0,137.70302554465397
625258050195253024,40.39441,-3.7201,115,5,2,0.24,57,1.0,3,2.0,0.0,2.0,0,1.0,5,3,18,42,Carabanchel,55.0,7.0,80.79607702352497
622868591475131570,40.420708,-3.702295,259,1,40,3.08,227,1.0,6,2.0,0.0,3.0,24,0.2,6,5,1,1,Centro,106.0,15.0,206.91726851947152
622874300778135897,40.42574,-3.63684,26,1,51,3.99,18,1.0,1,,,1.0,18,0.4,5,31,5,96,Ciudad Lineal,54.0,6.0,30.7027080987648
625305592839290298,40.452141,-3.589277,55,1,104,8.1,45,1.0,3,,,2.0,6,0.8,5,24,7,113,Barajas,49.5,4.0,52.56603246032861
625315476226662735,40.417713,-3.620229,60,2,7,0.55,87,1.0,1,,,1.0,27,0.1,6,4,15,118,San Blas - Canillejas,60.0,8.0,41.41188461273166
622891851581656622,40.40619,-3.67273,85,15,2,0.15,282,1.0,4,2.0,0.0,2.0,13,0.5666666666666667,7,8,6,20,Retiro,88.0,13.0,106.4563135637652
622903819865605187,40.43268,-3.65469,48,1,2,0.41,191,1.0,1,,,,0,1.0,1,20,5,64,Ciudad Lineal,54.0,6.0,36.09091835458628
625343417117566204,40.40271,-3.69711,169,1,32,2.53,181,1.0,4,,0.0,2.0,9,0.7,5,29,8,16,Arganzuela,81.0,12.0,109.32271263335528
622934500503124918,40.41736,-3.67745,84,3,25,2.07,11,1.0,6,2.0,0.0,3.0,2,0.9333333333333333,6,4,6,12,Retiro,88.0,13.0,110.29489534745233
625348666289567064,40.40132,-3.69721,114,1,7,0.56,191,1.0,4,,0.0,2.0,16,0.4666666666666667,5,20,8,16,Arganzuela,81.0,12.0,107.70901793840363
625354931234027320,40.40247,-3.6989,114,1,13,1.09,191,1.0,4,,0.0,2.0,16,0.4666666666666667,6,4,8,16,Arganzuela,81.0,12.0,106.33983884945214
622970314298991338,40.41329574584961,-3.6994709968566895,109,30,12,1.02,270,1.0,2,1.0,1.0,3.0,3,0.9,4,1,1,19,Centro,106.0,15.0,94.017426596991
625727445274306050,40.41013,-3.70162,65,14,2,0.17,108,1.0,3,2.0,0.0,2.0,0,1.0,7,17,1,6,Centro,106.0,15.0,82.30970428275752
622978925042383531,40.38461,-3.72883,31,1,76,5.82,328,1.0,2,,,1.0,10,0.6666666666666666,6,8,18,101,Carabanchel,55.0,7.0,33.99620115147287
623024154981920208,40.39351,-3.76422,45,2,74,5.81,49,1.0,2,,,1.0,2,0.9333333333333333,5,30,19,116,Latina,45.0,2.0,35.09170872938304
625778917908972239,40.41234,-3.70323,101,3,14,1.11,336,1.0,4,1.0,0.0,1.0,11,0.6333333333333333,5,23,1,6,Centro,106.0,15.0,116.8342249646888
623038761684913855,40.41145324707031,-3.694675922393799,117,1,13,1.15,47,1.0,4,1.0,1.0,3.0,20,0.3333333333333333,6,6,1,19,Centro,106.0,15.0,135.8852365103094
623074627213162993,40.43345,-3.71453,55,1,3,0.25,364,1.0,1,,,1.0,29,0.03333333333333333,5,21,4,43,Chamberí,88.0,13.0,50.34352361243507
623092665045440836,40.37385,-3.73135,40,3,15,1.15,143,1.0,2,,,1.0,0,1.0,5,17,18,121,Carabanchel,55.0,7.0,40.15861256421364
623105415498876449,40.423279,-3.702999,150,2,44,3.44,311,1.0,5,2.0,1.0,3.0,10,0.6666666666666666,6,6,1,1,Centro,106.0,15.0,133.45167248697783
625827087103943070,40.38835,-3.70114,91,2,10,0.8,315,1.0,2,1.0,0.0,1.0,12,0.6,3,18,21,71,Usera,54.0,6.0,74.49406354993988
625829572955395410,40.41592,-3.69904,30,14,3,0.27,76,3.0,2,,,1.0,16,0.4666666666666667,8,22,1,19,Centro,106.0,15.0,35.91959618144441
625861956509000164,40.4307,-3.71676,155,2,43,3.4,319,1.0,4,3.0,0.0,3.0,10,0.6666666666666666,5,21,2,3,Moncloa - Aravaca,74.0,10.0,146.11514087951343
625862344020746725,40.40055,-3.69565,87,3,46,3.56,124,1.0,4,1.0,0.0,3.0,13,0.5666666666666667,6,5,8,18,Arganzuela,81.0,12.0,99.75135167338088
623134397838965635,40.34465,-3.69309,50,1,24,1.91,260,1.0,2,,,1.0,26,0.13333333333333333,5,22,11,34,Villaverde,45.0,2.0,47.90297074252817
625870219424409130,40.41694,-3.67675,64,3,5,0.44,37,1.0,2,,,1.0,2,0.9333333333333333,4,28,6,12,Retiro,88.0,13.0,49.67730267462253
623187127786692096,40.42488,-3.70824,190,1,33,2.61,292,1.0,2,1.0,0.0,1.0,2,0.9333333333333333,5,20,1,1,Centro,106.0,15.0,116.80807417159656
625942498806678020,40.4375026,-3.6947822,133,30,1,0.11,307,2.0,4,2.0,0.0,2.0,0,1.0,9,7,4,10,Chamberí,88.0,13.0,138.29569287316338
625956397856755980,40.40736260546814,-3.7007138113886815,118,2,1,1.0,338,1.0,5,2.0,0.0,3.0,13,0.5666666666666667,5,15,1,6,Centro,106.0,15.0,137.93222497143162
623492057879785042,40.43125,-3.705,56,1,11,1.24,364,1.0,3,,,1.0,29,0.03333333333333333,6,2,4,8,Chamberí,88.0,13.0,66.42928092701148
625965913845816325,40.36328,-3.59815,35,4,31,2.51,66,1.0,2,,,1.0,10,0.6666666666666666,6,6,20,69,Villa de Vallecas,48.0,3.0,36.20030021392824
623557330016085546,40.42617631591119,-3.7114694432168536,182,31,1,0.33,169,2.0,4,2.0,0.0,2.0,0,1.0,3,13,1,1,Centro,106.0,15.0,155.74081177003723
623575184743333829,40.42138,-3.7043,162,3,58,4.72,135,1.0,2,,0.0,1.0,21,0.3,5,30,1,1,Centro,106.0,15.0,106.2544037759042
623615858647493874,40.43029,-3.71423,89,3,35,2.79,109,1.0,2,,0.0,1.0,26,0.13333333333333333,5,28,1,1,Centro,106.0,15.0,104.3626358325919
623636015513822694,40.43291,-3.66919,236,3,27,2.07,80,1.0,3,2.0,0.0,2.0,20,0.3333333333333333,5,28,3,51,Salamanca,120.0,16.0,148.97883878917008
628237571714796006,40.41682,-3.70654,67,3,89,6.9,251,1.0,2,,0.0,1.0,4,0.8666666666666667,6,8,1,2,Centro,106.0,15.0,72.59205121494341
626008518112588651,40.439537,-3.628231,115,1,9,0.7,350,1.0,4,1.0,0.0,1.0,21,0.3,5,25,15,31,San Blas - Canillejas,60.0,8.0,94.56683091546846
628249615830907342,40.41687844991292,-3.706987424743372,66,2,81,6.3,308,1.0,2,,0.0,1.0,8,0.7333333333333333,6,8,1,2,Centro,106.0,15.0,77.253975151826
628260592647810417,40.41891,-3.70826,66,3,76,6.08,314,1.0,2,,0.0,1.0,9,0.7,6,1,1,4,Centro,106.0,15.0,81.95899516630818
628637172225111351,40.44268606723848,-3.671948217270277,76,2,12,2.71,141,1.0,4,1.0,0.0,2.0,0,1.0,6,5,12,49,Chamartín,93.0,14.0,88.38044936281331
626076854240218328,40.40173,-3.66585,35,1,20,1.56,70,1.0,1,,,1.0,20,0.3333333333333333,5,28,14,82,Puente de Vallecas,50.0,5.0,29.24546083900395
626111185565441051,40.464951,-3.704573,84,4,1,0.34,348,1.0,2,,0.0,1.0,18,0.4,3,14,10,83,Tetuán,79.0,11.0,83.32084602530988
628694978185262768,40.42186,-3.69866,54,5,47,4.06,50,2.0,2,1.0,0.0,1.0,5,0.8333333333333334,5,2,1,5,Centro,106.0,15.0,51.14564402928282
626172858928961153,40.43521,-3.66728,96,2,97,7.58,63,1.0,3,1.0,1.0,2.0,9,0.7,5,30,3,51,Salamanca,120.0,16.0,99.32633013551552
628705356372434492,40.41741,-3.62619,28,1,43,4.8,73,1.0,1,,,1.0,16,0.4666666666666667,6,7,5,96,Ciudad Lineal,54.0,6.0,30.15745350168925
626622143471918515,40.39672,-3.69173,106,1,53,4.09,16,1.0,4,2.0,0.0,2.0,14,0.5333333333333333,5,24,8,18,Arganzuela,81.0,12.0,114.06813106341986
628726240978067011,40.41018,-3.70611,80,28,5,0.39,214,1.0,2,1.0,1.0,1.0,1,0.9666666666666667,5,27,1,6,Centro,106.0,15.0,76.40646392536806
626779343807232533,40.43276,-3.63718,58,1,12,0.94,364,1.0,2,,,1.0,29,0.03333333333333333,5,30,5,96,Ciudad Lineal,54.0,6.0,58.90617358847293
628761969481792945,40.42169,-3.69786,48,5,48,4.15,57,2.0,2,1.0,0.0,1.0,9,0.7,5,29,1,5,Centro,106.0,15.0,52.804262821682
627278222343645757,40.424397,-3.725232,85,2,54,4.23,290,1.0,3,1.0,1.0,1.0,4,0.8666666666666667,6,7,2,63,Moncloa - Aravaca,74.0,10.0,98.59388762964775
628781779327615400,40.421,-3.69725,61,5,59,5.1,66,1.0,2,1.0,0.0,1.0,13,0.5666666666666667,5,30,1,5,Centro,106.0,15.0,73.37797343879693
627297597786992564,40.447159,-3.663242,72,2,30,2.43,338,1.0,4,1.0,0.0,2.0,10,0.6666666666666666,4,17,12,49,Chamartín,93.0,14.0,107.43193119488618
628794521805109574,40.42284,-3.70316,27,1,19,1.48,361,2.0,8,,0.0,8.0,26,0.13333333333333333,6,3,1,1,Centro,106.0,15.0,41.80889548081114
627535345819621371,40.43536,-3.70339,90,2,7,0.61,0,1.0,4,4.0,0.0,4.0,0,1.0,8,31,4,8,Chamberí,88.0,13.0,103.686269579262
628803068237802888,40.427616,-3.685441,98,4,15,1.19,88,1.0,2,1.0,0.0,1.0,10,0.6666666666666666,5,10,3,13,Salamanca,120.0,16.0,104.05253000472716
627553339805966221,40.43224,-3.63457,60,31,5,0.47,316,1.0,2,3.0,1.0,1.0,0,1.0,3,4,5,96,Ciudad Lineal,54.0,6.0,68.69189602075053
627632799533536259,40.40596,-3.67467,150,3,7,0.55,0,2.0,3,2.0,1.0,2.0,0,1.0,8,9,6,20,Retiro,88.0,13.0,134.1819342615775
628803136744930438,40.422703,-3.703098,98,3,29,2.27,119,1.0,2,1.0,0.0,1.0,3,0.9,4,23,1,1,Centro,106.0,15.0,103.34057529738904
628837125723231166,40.40212,-3.60816,33,1,2,0.16,344,1.0,2,,,1.0,9,0.7,6,30,17,37,Vicálvaro,35.0,1.0,34.96455560660422
627639122082262260,40.45792,-3.69443,162,1,9,0.83,312,1.0,4,1.0,0.0,3.0,11,0.6333333333333333,5,19,10,29,Tetuán,79.0,11.0,121.77069606479247
628845705642264049,40.43026,-3.67596,93,2,11,0.86,169,1.0,3,1.0,0.0,2.0,1,0.9666666666666667,4,20,3,41,Salamanca,120.0,16.0,112.32165137576926
627942933614060078,40.409103,-3.698797,83,3,102,7.95,45,1.0,5,2.0,0.0,3.0,1,0.9666666666666667,6,6,1,6,Centro,106.0,15.0,111.52053917260513
628862416538883821,40.43661,-3.66727,145,2,118,9.86,81,2.0,6,2.0,1.0,3.0,21,0.3,6,3,3,51,Salamanca,120.0,16.0,170.81093214813882
628865868414086439,40.43634,-3.66916,183,2,95,7.56,25,2.0,6,2.0,1.0,3.0,18,0.4,6,5,3,51,Salamanca,120.0,16.0,177.95101235906057
628950317051971808,40.46289,-3.70468,46,2,71,5.53,24,1.0,2,,,1.0,7,0.7666666666666667,6,7,10,45,Tetuán,79.0,11.0,41.56522116860287
627974876047267937,40.4366,-3.6671,97,2,103,7.96,65,1.0,4,1.0,1.0,2.0,9,0.7,6,5,3,51,Salamanca,120.0,16.0,97.8389734448521
627998392681833404,40.438812,-3.648612,30,1,12,0.94,61,1.0,1,,,1.0,17,0.43333333333333335,4,27,5,9,Ciudad Lineal,54.0,6.0,37.2372904399722
628951430598359362,40.42877,-3.68514,130,2,1,0.12,360,1.0,2,1.0,0.0,1.0,25,0.16666666666666666,9,25,3,13,Salamanca,120.0,16.0,130.25064352626146
628022334340264774,40.40253,-3.70493,152,6,10,1.08,93,1.0,4,2.0,1.0,2.0,0,1.0,4,26,8,44,Arganzuela,81.0,12.0,117.2422393696022
629400015902674936,40.40992,-3.72886,46,2,9,0.7,8,1.0,2,,,1.0,8,0.7333333333333333,4,8,19,57,Latina,45.0,2.0,39.456426668385085
628048126089069481,40.40821,-3.65333,35,1,34,2.64,356,1.0,1,,,1.0,21,0.3,6,5,16,106,Moratalaz,35.0,1.0,33.427842529372015
629437565007142758,40.42766,-3.67379,114,1,19,1.5,173,1.0,4,1.0,0.0,2.0,5,0.8333333333333334,6,7,3,7,Salamanca,120.0,16.0,114.06707581877644
628091190682576048,40.3887,-3.66266,25,1,12,0.95,141,1.0,1,,,1.0,12,0.6,5,23,14,72,Puente de Vallecas,50.0,5.0,27.13146902535076
629503409371697661,40.420708,-3.702295,95,1,38,3.13,186,1.0,2,1.0,0.0,1.0,9,0.7,6,6,1,1,Centro,106.0,15.0,92.52582418612953
629507143047512639,40.37243,-3.7498,45,3,27,2.15,316,1.0,2,1.0,0.0,1.0,2,0.9333333333333333,6,3,18,86,Carabanchel,55.0,7.0,59.9935752901774
628111533055946952,40.4183,-3.70838,69,3,87,6.74,270,1.0,3,,0.0,2.0,3,0.9,6,5,1,2,Centro,106.0,15.0,82.78949450503822
628149620042729786,40.41717,-3.70639,66,2,76,5.94,261,1.0,2,,0.0,1.0,8,0.7333333333333333,6,5,1,2,Centro,106.0,15.0,74.56222500071569
628155152029208199,40.41700296909256,-3.707278901655373,68,2,65,5.05,319,1.0,3,,0.0,3.0,6,0.8,6,8,1,2,Centro,106.0,15.0,92.09715529433774
629508499580952679,40.420708,-3.702295,72,1,42,3.53,167,1.0,1,1.0,0.0,1.0,2,0.9333333333333333,6,9,1,1,Centro,106.0,15.0,57.73415072223555
628230480971957675,40.4167,-3.70707,67,3,78,6.08,273,1.0,2,,0.0,1.0,6,0.8,6,6,1,2,Centro,106.0,15.0,72.70267442418955
629517336241283177,40.43624,-3.66899,96,2,95,7.4,71,1.0,4,1.0,1.0,2.0,13,0.5666666666666667,5,29,3,51,Salamanca,120.0,16.0,109.9497366953097
633041407125946050,40.41130828857422,-3.7050681114196777,62,10,1,0.09,344,2.0,1,1.0,,1.0,9,0.7,7,23,1,6,Centro,106.0,15.0,40.306511209618506
