id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,bathrooms,accommodates,bedrooms,host_is_superhost,beds,availability_30,monthly_occupancy,month,day,district_key,neighborhood_key,neighbourhood_group,median_price,how_expensive,predict
6369,40.45724,-3.67688,90,4,104,0.65,98,1.0,2,,,1.0,8,0.7333333333333333,5,31,12,60,Chamartín,93.0,14.0,51.54815161489519
451174,40.434551,-3.698387,47,3,33,0.53,72,1.0,1,,,1.0,12,0.6,6,5,4,10,Chamberí,88.0,13.0,42.00391934055624
24805,40.42183,-3.70529,92,5,29,0.28,161,1.0,3,6.0,0.0,1.0,12,0.6,5,23,1,1,Centro,106.0,15.0,113.92613008090308
456165,40.39032,-3.71382,30,2,10,0.14,4,1.0,1,,,1.0,4,0.8666666666666667,5,21,18,48,Carabanchel,55.0,7.0,30.466595133627987
26825,40.38975,-3.69018,29,3,194,1.22,285,1.0,1,,,1.0,2,0.9333333333333333,5,16,8,100,Arganzuela,81.0,12.0,35.55938236735578
459303,40.42548,-3.7042,98,3,77,0.73,241,1.0,4,1.0,0.0,1.0,4,0.8666666666666667,6,3,1,1,Centro,106.0,15.0,102.71935956089492
459362,40.41592,-3.70177,104,3,91,0.85,272,1.0,2,1.0,0.0,1.0,3,0.9,5,10,1,2,Centro,106.0,15.0,93.25606643713031
29044,40.42689,-3.71552,91,10,2,0.02,23,2.0,3,2.0,1.0,2.0,6,0.8,7,17,2,3,Moncloa - Aravaca,74.0,10.0,118.45894094292028
30320,40.41476,-3.70418,65,5,172,1.09,102,1.0,2,1.0,0.0,2.0,0,1.0,9,26,1,2,Centro,106.0,15.0,90.62547337225163
462072,40.40869,-3.71073,160,3,150,1.12,90,1.0,6,2.0,1.0,4.0,5,0.8333333333333334,5,10,1,4,Centro,106.0,15.0,143.91753798229746
468202,40.42123,-3.70133,50,30,289,2.15,227,1.0,2,1.0,0.0,1.0,1,0.9666666666666667,5,24,1,1,Centro,106.0,15.0,73.57875269756335
469231,40.41941,-3.70823,94,3,61,0.57,293,1.0,2,1.0,0.0,1.0,7,0.7666666666666667,6,6,1,4,Centro,106.0,15.0,96.91658604424688
40718,40.41969,-3.69736,99,2,134,0.86,290,1.0,4,1.0,0.0,2.0,3,0.9,4,24,1,5,Centro,106.0,15.0,113.4728122406774
470132,40.41018,-3.70164,76,4,44,0.33,147,1.0,3,1.0,1.0,2.0,0,1.0,4,30,1,6,Centro,106.0,15.0,103.79624774011204
471198,40.42359,-3.70537,109,3,50,0.48,301,1.0,4,1.0,0.0,1.0,6,0.8,9,25,1,1,Centro,106.0,15.0,113.5519279247009
471328,40.41628,-3.70364,94,3,168,1.29,278,1.0,2,1.0,0.0,1.0,4,0.8666666666666667,6,7,1,2,Centro,106.0,15.0,90.90113555118172
47957,40.42792,-3.67682,138,10,61,0.4,197,2.0,3,2.0,1.0,2.0,4,0.8666666666666667,5,12,3,7,Salamanca,120.0,16.0,148.35777468870694
62423,40.41884,-3.69655,58,1,161,2.6,330,1.0,3,,,2.0,2,0.9333333333333333,5,23,1,5,Centro,106.0,15.0,65.99680539012293
482122,40.43271,-3.70156,98,3,21,0.2,314,1.0,4,1.0,0.0,1.0,0,1.0,4,29,4,8,Chamberí,88.0,13.0,110.73868583438046
70073,40.42252,-3.7025,80,28,30,0.21,279,1.0,2,1.0,0.0,1.0,0,1.0,5,5,1,1,Centro,106.0,15.0,81.09466825456974
70310,40.42252,-3.7025,68,28,28,0.19,318,1.0,2,1.0,0.0,2.0,0,1.0,5,20,1,1,Centro,106.0,15.0,84.65616690089591
491070,40.42885,-3.70479,105,60,19,0.14,335,1.0,2,1.0,0.0,1.0,0,1.0,12,26,1,1,Centro,106.0,15.0,90.54198466074928
493238,40.40655,-3.70629,95,2,206,1.54,234,1.0,4,1.0,0.0,2.0,13,0.5666666666666667,5,29,1,6,Centro,106.0,15.0,118.88440525465276
499911,40.41234,-3.70186,127,4,227,1.79,201,1.0,5,2.0,1.0,4.0,4,0.8666666666666667,6,5,1,6,Centro,106.0,15.0,133.7760621793169
86042,40.40939,-3.69812,169,4,189,1.3,172,1.0,5,3.0,1.0,3.0,25,0.16666666666666666,5,13,1,6,Centro,106.0,15.0,161.09668130880712
502918,40.41155,-3.69492,60,3,140,1.62,262,1.0,1,,,1.0,8,0.7333333333333333,5,29,1,19,Centro,106.0,15.0,43.380634451712574
506956,40.44117,-3.64841,91,1,553,6.19,65,1.0,4,2.0,1.0,3.0,12,0.6,6,3,5,9,Ciudad Lineal,54.0,6.0,107.473400149694
89954,40.41358,-3.71353,160,3,236,1.62,344,1.0,6,2.0,0.0,3.0,9,0.7,5,14,1,4,Centro,106.0,15.0,151.35366576571388
507614,40.42323,-3.70434,90,60,27,0.2,221,1.0,3,2.0,1.0,2.0,3,0.9,1,14,1,1,Centro,106.0,15.0,84.48392546931979
93100,40.42378,-3.70248,31,1,785,5.33,234,2.0,3,,,2.0,2,0.9333333333333333,6,2,1,1,Centro,106.0,15.0,49.177630911356935
510973,40.41412,-3.70057,84,2,18,0.24,365,2.0,1,,1.0,3.0,30,0.0,5,3,1,19,Centro,106.0,15.0,56.15431163864857
515008,40.426699,-3.616304,45,5,31,0.24,222,2.0,2,,,1.0,9,0.7,2,11,15,118,San Blas - Canillejas,60.0,8.0,41.00106794257324
518208,40.42654,-3.615916,45,5,23,0.18,329,2.0,2,,,1.0,0,1.0,3,6,15,118,San Blas - Canillejas,60.0,8.0,39.580541466576655
103541,40.43815,-3.69764,120,2,257,1.77,285,2.0,4,2.0,0.0,3.0,9,0.7,6,4,4,10,Chamberí,88.0,13.0,148.047642851491
114854,40.4382,-3.69389,85,2,146,1.03,209,1.0,4,1.0,0.0,2.0,3,0.9,6,9,4,11,Chamberí,88.0,13.0,96.4878495383238
120293,40.41143,-3.70912,32,1,295,2.05,338,1.0,2,,,2.0,9,0.7,6,8,1,4,Centro,106.0,15.0,54.43743648016836
522563,40.41152,-3.70991,164,4,103,0.97,89,1.0,5,2.0,0.0,2.0,29,0.03333333333333333,4,20,1,4,Centro,106.0,15.0,169.76810944890772
524003,40.41327,-3.70223,80,2,498,3.83,213,1.0,2,,,1.0,3,0.9,6,6,1,6,Centro,106.0,15.0,50.49900364457135
123864,40.41001,-3.70704,51,1,653,4.49,140,1.0,3,,,2.0,16,0.4666666666666667,6,4,1,6,Centro,106.0,15.0,98.9604411321281
132428,40.41012,-3.69709,35,3,157,2.14,345,1.0,1,,,1.0,11,0.6333333333333333,5,16,1,6,Centro,106.0,15.0,43.44815147157769
136058,40.35761,-3.69723,24,1,97,0.67,0,1.0,1,,,1.0,0,1.0,10,30,11,24,Villaverde,45.0,2.0,41.209381270396165
526513,40.41604,-3.70834,94,2,704,5.26,74,1.0,5,2.0,0.0,4.0,3,0.9,5,26,1,2,Centro,106.0,15.0,125.1446668097662
531677,40.42286,-3.70236,39,3,589,4.52,3,1.0,2,,,1.0,2,0.9333333333333333,5,28,1,1,Centro,106.0,15.0,50.08061705506359
167183,40.45575,-3.64912,65,1,43,0.32,288,1.0,2,,,1.0,16,0.4666666666666667,4,9,9,74,Hortaleza,71.0,9.0,47.93259164191563
177523,40.42855453491211,-3.7027840614318848,120,1,32,0.23,365,1.0,2,,1.0,1.0,30,0.0,4,19,1,1,Centro,106.0,15.0,118.4231472732568
196197,40.41235,-3.70967,81,3,379,2.65,233,1.0,2,1.0,0.0,1.0,2,0.9333333333333333,5,20,1,4,Centro,106.0,15.0,95.74871677328616
540937,40.40954,-3.70096,61,2,305,2.29,101,1.0,3,1.0,0.0,1.0,4,0.8666666666666667,5,26,1,6,Centro,106.0,15.0,90.56928848318658
199201,40.41319,-3.7024,88,3,185,1.29,8,1.0,2,,,1.0,3,0.9,6,6,1,6,Centro,106.0,15.0,56.250439891941845
548995,40.419,-3.67774,106,6,167,1.29,170,1.0,4,2.0,1.0,3.0,0,1.0,5,29,6,12,Retiro,88.0,13.0,115.57125632799692
552183,40.41309,-3.69775,50,3,342,2.57,325,1.0,2,,,1.0,2,0.9333333333333333,5,23,1,19,Centro,106.0,15.0,52.61888626196751
558690,40.42274,-3.66972,120,14,82,0.7,180,2.0,5,3.0,1.0,4.0,20,0.3333333333333333,5,2,3,7,Salamanca,120.0,16.0,152.19112098111384
205199,40.42116,-3.70384,90,30,316,2.21,333,1.0,2,,1.0,1.0,5,0.8333333333333334,5,23,1,1,Centro,106.0,15.0,83.27585093041112
560941,40.42297,-3.69095,131,1,34,0.29,365,1.0,2,1.0,1.0,1.0,30,0.0,3,12,3,13,Salamanca,120.0,16.0,133.24808191926232
209373,40.41126,-3.70347,32,1,68,0.49,187,1.0,1,,,1.0,4,0.8666666666666667,6,9,1,6,Centro,106.0,15.0,38.547932397763255
565152,40.40683,-3.69932,58,4,216,1.99,80,1.0,3,2.0,0.0,2.0,4,0.8666666666666667,6,3,1,6,Centro,106.0,15.0,98.88488474519608
211444,40.45959,-3.64699,65,2,171,1.21,292,1.0,2,,,1.0,11,0.6333333333333333,5,30,9,67,Hortaleza,71.0,9.0,46.25434882268616
217674,40.41538,-3.70741,251,3,286,2.03,295,1.0,8,2.0,1.0,6.0,3,0.9,5,24,1,2,Centro,106.0,15.0,183.76745417154356
570158,40.447,-3.70291,23,6,42,0.32,238,1.0,1,,,,1,0.9666666666666667,5,18,10,39,Tetuán,79.0,11.0,28.55292017529325
219303,40.42377,-3.70241,28,1,269,1.9,293,2.0,3,,,2.0,8,0.7333333333333333,6,7,1,1,Centro,106.0,15.0,50.61820245411142
229664,40.4078,-3.70085,69,10,525,3.7,266,,3,1.0,0.0,2.0,0,1.0,5,13,1,6,Centro,106.0,15.0,85.90994823289564
576487,40.4739,-3.57583,93,1,572,4.4,136,1.0,8,2.0,1.0,6.0,10,0.6666666666666666,5,29,7,14,Barajas,49.5,4.0,119.09665449617148
578731,40.42551,-3.70812,138,2,400,3.02,315,1.0,4,2.0,1.0,3.0,6,0.8,6,4,1,1,Centro,106.0,15.0,135.62711795716393
588518,40.4158,-3.70962,214,3,66,0.62,16,1.0,2,1.0,0.0,1.0,6,0.8,4,10,1,4,Centro,106.0,15.0,115.74159228950673
590710,40.36725,-3.68875,46,4,75,0.57,279,1.0,1,,,1.0,3,0.9,5,8,21,77,Usera,54.0,6.0,30.33273048588639
256004,40.41428,-3.70767,124,3,167,1.22,329,1.0,10,3.0,1.0,8.0,8,0.7333333333333333,5,23,1,2,Centro,106.0,15.0,164.0085707783871
594298,40.41906,-3.70627,164,1,446,3.43,264,1.0,4,2.0,0.0,2.0,4,0.8666666666666667,5,31,1,2,Centro,106.0,15.0,145.7594842368695
258713,40.39627,-3.69926,94,4,22,0.18,161,1.0,2,1.0,1.0,1.0,11,0.6333333333333333,6,9,8,15,Arganzuela,81.0,12.0,84.78818162549192
598771,40.40661,-3.6952,85,3,86,0.71,160,1.0,3,1.0,0.0,1.0,0,1.0,10,18,8,16,Arganzuela,81.0,12.0,97.57639053514872
260656,40.40743,-3.70114,91,14,38,0.28,314,1.0,4,1.0,0.0,1.0,0,1.0,8,29,1,6,Centro,106.0,15.0,97.3703376338283
261878,40.42377853393555,-3.702780961990357,134,1,582,4.13,154,1.0,2,1.0,1.0,1.0,11,0.6333333333333333,5,28,1,1,Centro,106.0,15.0,111.62572934756646
263748,40.47142,-3.62881,120,2,124,0.94,163,1.0,3,2.0,1.0,3.0,18,0.4,4,9,9,17,Hortaleza,71.0,9.0,122.18958710277728
268275,40.412682,-3.702548,122,3,65,0.47,188,1.0,4,1.0,0.0,3.0,3,0.9,4,1,1,6,Centro,106.0,15.0,117.1526237224044
604632,40.457,-3.70436,24,2,68,0.69,361,1.0,2,,,2.0,29,0.03333333333333333,5,10,10,45,Tetuán,79.0,11.0,56.38421461392449
605339,40.40743,-3.74293,32,4,228,1.74,14,1.0,1,,,1.0,14,0.5333333333333333,5,30,19,65,Latina,45.0,2.0,33.76965416443673
272279,40.4093,-3.70884,119,5,192,1.38,27,1.0,3,1.0,0.0,1.0,8,0.7333333333333333,6,3,1,6,Centro,106.0,15.0,98.9327365216075
280733,40.42457,-3.70802,146,1,53,0.44,323,1.0,4,1.0,1.0,2.0,23,0.23333333333333334,5,30,1,1,Centro,106.0,15.0,154.23544355026675
281224,40.41685,-3.70882,115,2,135,1.65,346,1.0,4,1.0,0.0,2.0,14,0.5333333333333333,5,16,1,4,Centro,106.0,15.0,113.84530694079598
608742,40.41744,-3.70873,81,2,587,4.45,20,1.0,2,,1.0,1.0,7,0.7666666666666667,6,4,1,4,Centro,106.0,15.0,75.51503357701962
294520,40.42226,-3.69959,50,3,44,0.44,345,1.0,2,,,3.0,29,0.03333333333333333,5,28,1,5,Centro,106.0,15.0,77.59921388642613
618576,40.41771,-3.70925,89,2,382,2.92,9,1.0,3,,1.0,2.0,5,0.8333333333333334,6,1,1,4,Centro,106.0,15.0,87.41976663225914
294529,40.42226,-3.69959,41,3,91,0.66,337,1.0,1,,,1.0,21,0.3,5,29,1,5,Centro,106.0,15.0,54.53926252093476
310333,40.40908,-3.69514,85,4,146,1.12,249,1.0,6,2.0,0.0,4.0,0,1.0,1,24,1,6,Centro,106.0,15.0,128.47781495214386
644656,40.42432,-3.6399,35,7,4,0.09,348,1.0,1,,,1.0,13,0.5666666666666667,1,19,5,96,Ciudad Lineal,54.0,6.0,36.68837450882575
655514,40.42432,-3.6399,30,4,4,0.86,255,1.0,2,,,2.0,2,0.9333333333333333,5,2,5,96,Ciudad Lineal,54.0,6.0,33.75048926393081
336672,40.39516,-3.69309,125,2,130,1.94,50,2.0,6,4.0,1.0,4.0,3,0.9,5,29,8,18,Arganzuela,81.0,12.0,140.68915229297133
661255,40.41048049926758,-3.7063961029052734,119,2,45,0.35,268,1.0,2,1.0,0.0,1.0,0,1.0,6,4,1,6,Centro,106.0,15.0,89.17774680979379
336834,40.42242,-3.69562,90,5,49,0.36,235,1.0,5,2.0,0.0,3.0,0,1.0,7,31,1,5,Centro,106.0,15.0,116.01737903568846
339144,40.42838,-3.70345,65,25,138,1.01,190,1.0,4,1.0,1.0,2.0,9,0.7,5,30,1,1,Centro,106.0,15.0,97.91752371013692
339171,40.41285,-3.69553,95,3,185,1.36,133,1.0,4,1.0,1.0,2.0,7,0.7666666666666667,5,4,1,19,Centro,106.0,15.0,117.72683914630232
676566,40.40222,-3.68096,100,3,134,1.05,32,1.0,4,2.0,1.0,3.0,3,0.9,5,7,6,20,Retiro,88.0,13.0,116.28870815509788
341939,40.41037,-3.70018,51,25,178,1.3,38,1.0,2,1.0,0.0,1.0,1,0.9666666666666667,4,6,1,6,Centro,106.0,15.0,75.04171508716942
342095,40.41015,-3.69797,88,5,38,0.28,271,1.0,3,1.0,0.0,2.0,8,0.7333333333333333,4,11,1,6,Centro,106.0,15.0,107.06960082818333
345249,40.47148,-3.68946,106,31,29,0.23,347,1.0,6,3.0,0.0,4.0,12,0.6,5,15,10,21,Tetuán,79.0,11.0,116.36120150508846
684564,40.41747,-3.70979,161,3,160,1.35,87,1.0,2,1.0,1.0,2.0,27,0.1,4,30,1,4,Centro,106.0,15.0,143.5435782063035
685152,40.4696,-3.65012,154,3,136,1.54,276,3.0,12,4.0,0.0,12.0,7,0.7666666666666667,5,23,9,22,Hortaleza,71.0,9.0,174.02371443842372
361053,40.40988,-3.67503,116,2,198,1.46,70,1.0,5,2.0,0.0,4.0,4,0.8666666666666667,6,9,6,23,Retiro,88.0,13.0,119.94539268569748
688795,40.41584,-3.70683,171,3,184,1.44,347,2.0,8,2.0,1.0,6.0,16,0.4666666666666667,5,26,1,2,Centro,106.0,15.0,177.72177216453568
363476,40.41676,-3.70682,49,2,517,3.8,205,1.0,2,,,1.0,2,0.9333333333333333,6,2,1,2,Centro,106.0,15.0,49.87212364513435
371532,40.41944,-3.70945,85,1,126,0.93,161,1.0,2,1.0,1.0,2.0,0,1.0,5,29,1,4,Centro,106.0,15.0,94.09270957335129
692358,40.36089,-3.69594,103,3,264,2.05,41,2.0,6,3.0,0.0,4.0,7,0.7666666666666667,6,6,11,24,Villaverde,45.0,2.0,126.60783422745877
374558,40.42166,-3.69615,73,3,110,0.89,55,1.0,4,1.0,0.0,2.0,7,0.7666666666666667,5,29,1,5,Centro,106.0,15.0,106.33689139619592
694867,40.35701,-3.69643,80,3,247,2.33,43,1.0,5,3.0,0.0,3.0,6,0.8,6,9,11,24,Villaverde,45.0,2.0,97.1129192787698
696928,40.43003,-3.67429,70,2,77,0.94,364,1.0,2,,,4.0,29,0.03333333333333333,5,21,3,41,Salamanca,120.0,16.0,82.55501539517223
376379,40.41115,-3.69673,53,10,33,0.29,259,1.0,2,1.0,0.0,1.0,7,0.7666666666666667,5,29,1,6,Centro,106.0,15.0,84.47792527324307
396532,40.41959,-3.70373,119,5,120,0.89,282,1.0,3,1.0,0.0,2.0,0,1.0,5,2,1,2,Centro,106.0,15.0,99.332002222234
704155,40.41389,-3.70461,124,1,327,2.53,77,1.0,4,1.0,1.0,1.0,9,0.7,6,4,1,6,Centro,106.0,15.0,110.09063293969125
397778,40.41506,-3.7029,92,3,58,0.47,261,1.0,2,1.0,0.0,1.0,6,0.8,6,6,1,2,Centro,106.0,15.0,91.22127875832362
708275,40.44374,-3.68161,100,120,7,0.05,320,1.0,2,,0.0,2.0,0,1.0,6,30,12,25,Chamartín,93.0,14.0,80.05312207055563
709208,40.41697,-3.70732,91,2,676,5.21,303,1.0,4,1.0,0.0,1.0,5,0.8333333333333334,6,7,1,2,Centro,106.0,15.0,104.18577188688424
398450,40.42771,-3.71029,71,3,287,2.12,231,1.0,3,1.0,0.0,2.0,2,0.9333333333333333,5,23,1,1,Centro,106.0,15.0,97.92681988788723
402588,40.4149,-3.70331,98,3,196,1.57,256,1.0,4,1.0,0.0,1.0,1,0.9666666666666667,5,19,1,2,Centro,106.0,15.0,103.55399743863131
710156,40.45319,-3.592383,33,1,197,1.52,0,1.0,2,,,2.0,0,1.0,10,2,7,113,Barajas,49.5,4.0,50.69955655956849
404569,40.42552,-3.70589,110,3,77,0.76,304,1.0,3,1.0,0.0,1.0,3,0.9,6,2,1,1,Centro,106.0,15.0,97.51334259602804
406341,40.42978,-3.67817,28,3,175,1.29,219,1.0,1,,,2.0,1,0.9666666666666667,5,26,3,41,Salamanca,120.0,16.0,39.63138836589258
716292,40.42616,-3.70263,121,12,91,0.8,210,1.0,5,1.0,1.0,4.0,4,0.8666666666666667,5,27,1,1,Centro,106.0,15.0,107.12424360204676
414763,40.41281,-3.70749,80,3,71,0.55,252,1.0,2,,0.0,1.0,3,0.9,5,19,1,4,Centro,106.0,15.0,77.9912192326336
717313,40.41222,-3.71365,95,3,199,1.53,207,2.0,2,1.0,1.0,1.0,0,1.0,5,31,1,4,Centro,106.0,15.0,126.77392100255302
427407,40.41155,-3.70146,129,2,13,0.1,247,1.0,3,,0.0,2.0,12,0.6,10,6,1,6,Centro,106.0,15.0,120.96391795083072
721377,40.50069,-3.68994,50,7,43,0.34,206,1.0,2,1.0,1.0,1.0,0,1.0,6,3,13,26,Fuencarral - El Pardo,50.0,5.0,66.57772159621447
429306,40.43028,-3.70732,111,3,216,1.62,92,2.0,5,2.0,1.0,4.0,3,0.9,4,16,4,27,Chamberí,88.0,13.0,143.33975207122825
723088,40.42536,-3.69887,100,3,197,1.52,285,2.0,6,2.0,1.0,3.0,8,0.7333333333333333,6,6,1,5,Centro,106.0,15.0,171.40710833889696
429604,40.4135,-3.70145,129,2,7,0.06,249,1.0,3,,0.0,2.0,10,0.6666666666666666,5,30,1,19,Centro,106.0,15.0,97.2240896400408
724700,40.4107,-3.70253,130,1,46,0.46,155,1.0,4,1.0,0.0,2.0,2,0.9333333333333333,2,27,1,6,Centro,106.0,15.0,132.51877454717624
449218,40.42849,-3.70183,54,4,378,2.81,237,1.0,2,1.0,1.0,1.0,2,0.9333333333333333,6,5,1,5,Centro,106.0,15.0,89.45910918870416
727588,40.39368,-3.66975,54,30,27,0.28,320,1.0,4,2.0,,2.0,2,0.9333333333333333,8,10,14,28,Puente de Vallecas,50.0,5.0,65.92944463618663
751530,40.41429,-3.70649,69,3,513,3.98,205,1.0,4,1.0,1.0,2.0,5,0.8333333333333334,6,4,1,2,Centro,106.0,15.0,105.24981019516451
752424,40.40687,-3.70917,220,2,116,0.9,89,1.0,4,2.0,0.0,3.0,29,0.03333333333333333,7,10,1,6,Centro,106.0,15.0,196.4559294120681
728978,40.41212,-3.69983,100,15,190,1.47,224,1.0,2,1.0,1.0,2.0,0,1.0,7,13,1,6,Centro,106.0,15.0,81.5908192449397
730347,40.41534,-3.70757,146,3,213,1.72,327,2.0,7,2.0,1.0,5.0,8,0.7333333333333333,6,8,1,2,Centro,106.0,15.0,180.43370147478285
730502,40.41826,-3.71244,114,3,58,0.56,290,2.0,6,2.0,1.0,5.0,9,0.7,5,29,1,4,Centro,106.0,15.0,169.85491439880863
754678,40.41382,-3.69514,169,3,334,2.64,213,2.0,8,3.0,1.0,5.0,7,0.7666666666666667,5,22,1,19,Centro,106.0,15.0,208.66767896088672
733365,40.43653,-3.70421,38,2,84,0.76,110,1.0,1,,,1.0,0,1.0,6,4,4,27,Chamberí,88.0,13.0,39.90127045484276
755587,40.41497,-3.70853,69,3,465,3.64,183,1.0,4,1.0,1.0,2.0,4,0.8666666666666667,6,7,1,4,Centro,106.0,15.0,103.76398619107214
734053,40.41731,-3.6731,50,30,9,0.11,265,1.0,1,,,1.0,6,0.8,5,31,6,12,Retiro,88.0,13.0,34.70945603516468
758670,40.4267,-3.61631,45,5,24,0.24,224,2.0,2,,,1.0,1,0.9666666666666667,4,1,15,118,San Blas - Canillejas,60.0,8.0,39.96975720366093
745664,40.40449,-3.70463,35,3,448,4.09,223,1.0,2,,,2.0,10,0.6666666666666666,6,3,8,44,Arganzuela,81.0,12.0,46.83028761384911
760482,40.45989,-3.69472,167,2,100,0.78,0,2.0,8,3.0,1.0,5.0,0,1.0,8,7,10,29,Tetuán,79.0,11.0,149.18533917748826
747873,40.42329,-3.70833,113,2,336,2.6,76,1.0,4,1.0,1.0,1.0,4,0.8666666666666667,5,26,1,1,Centro,106.0,15.0,102.02627862804523
761098,40.44655,-3.58128,95,1,106,1.19,343,1.0,2,1.0,0.0,1.0,22,0.26666666666666666,5,25,15,30,San Blas - Canillejas,60.0,8.0,98.444619266782
748854,40.40333,-3.7025,31,5,184,1.46,99,1.0,1,,,1.0,2,0.9333333333333333,6,3,8,44,Arganzuela,81.0,12.0,32.928699433893264
749957,40.42796,-3.72054,44,15,29,0.23,240,1.0,1,,1.0,1.0,8,0.7333333333333333,5,15,2,3,Moncloa - Aravaca,74.0,10.0,53.16885046100988
761159,40.41399,-3.70776,79,3,508,3.94,204,1.0,4,1.0,1.0,2.0,2,0.9333333333333333,6,7,1,2,Centro,106.0,15.0,102.5421938491221
763214,40.40789,-3.71404,71,3,155,1.35,305,1.0,4,1.0,1.0,2.0,7,0.7666666666666667,6,7,1,4,Centro,106.0,15.0,109.70192012463748
751527,40.42482,-3.71084,220,5,70,0.57,271,2.0,8,4.0,0.0,6.0,3,0.9,4,26,1,1,Centro,106.0,15.0,229.2690277465089
766160,40.41189,-3.70107,82,1,407,3.46,245,1.0,2,1.0,0.0,1.0,1,0.9666666666666667,6,1,1,6,Centro,106.0,15.0,91.23068013995017
768311,40.41166,-3.71007,106,2,242,1.91,282,1.0,2,1.0,1.0,1.0,0,1.0,5,30,1,4,Centro,106.0,15.0,93.82100437103892
1039454,40.41667,-3.6756,109,2,13,0.11,155,1.0,4,1.0,1.0,2.0,0,1.0,10,17,6,12,Retiro,88.0,13.0,117.54533781889668
772646,40.41403,-3.70453,135,1,230,1.85,52,1.0,4,,1.0,1.0,10,0.6666666666666666,5,3,1,2,Centro,106.0,15.0,108.15564033864486
777913,40.42943,-3.71594,74,10,8,0.06,15,1.0,3,2.0,1.0,2.0,5,0.8333333333333334,5,27,2,3,Moncloa - Aravaca,74.0,10.0,93.2592415190242
1050948,40.4287,-3.6862,65,3,175,1.43,83,1.0,1,,,1.0,2,0.9333333333333333,5,14,3,13,Salamanca,120.0,16.0,42.59936935102666
780743,40.42398,-3.70451,32,2,19,1.15,364,1.0,3,,,1.0,29,0.03333333333333333,5,1,1,1,Centro,106.0,15.0,70.56850134515594
1053180,40.41045,-3.7057,113,2,284,2.34,269,1.0,5,2.0,1.0,4.0,6,0.8,5,25,1,6,Centro,106.0,15.0,132.6500961996698
783647,40.47731,-3.66659,24,1,29,0.33,338,1.0,1,,,1.0,9,0.7,11,18,5,76,Ciudad Lineal,54.0,6.0,34.865821600462354
1055724,40.43542,-3.70755,42,2,35,0.54,62,2.0,2,,,1.0,0,1.0,11,29,4,27,Chamberí,88.0,13.0,53.00182172085732
797030,40.43602,-3.63506,56,4,284,2.22,76,2.0,3,2.0,1.0,2.0,4,0.8666666666666667,5,27,15,31,San Blas - Canillejas,60.0,8.0,89.98966147563625
1057560,40.42001,-3.70824,109,3,245,2.0,175,2.0,8,3.0,1.0,5.0,2,0.9333333333333333,6,7,1,4,Centro,106.0,15.0,190.60920921834483
814586,40.42242,-3.69674,111,1,205,1.63,312,1.0,4,2.0,0.0,2.0,6,0.8,4,24,1,5,Centro,106.0,15.0,156.0743532194557
814870,40.4077,-3.68473,25,1,121,0.96,221,2.0,1,,,1.0,1,0.9666666666666667,6,8,6,52,Retiro,88.0,13.0,32.77305525211416
1065918,40.421505,-3.704962,182,1,516,4.23,214,1.0,4,1.0,0.0,2.0,14,0.5333333333333333,6,5,1,1,Centro,106.0,15.0,142.24036628767024
815818,40.42103,-3.70171,159,4,291,2.29,55,1.0,2,1.0,1.0,1.0,5,0.8333333333333334,5,27,1,1,Centro,106.0,15.0,98.1475679748244
1067941,40.46544,-3.69534,100,1,57,0.49,173,2.0,4,2.0,,2.0,23,0.23333333333333334,5,14,10,21,Tetuán,79.0,11.0,144.1525109819426
817184,40.4112,-3.69567,51,2,290,2.31,293,1.0,4,2.0,0.0,2.0,9,0.7,6,8,1,19,Centro,106.0,15.0,132.47113077749262
1069174,40.41328,-3.69498,111,2,259,2.11,228,1.0,2,1.0,0.0,1.0,13,0.5666666666666667,6,4,1,19,Centro,106.0,15.0,110.2199743744022
817848,40.42171,-3.69823,83,7,240,1.89,77,1.0,2,1.0,1.0,1.0,2,0.9333333333333333,5,22,1,5,Centro,106.0,15.0,97.90365945564191
1079119,40.43747,-3.69949,116,3,27,0.22,247,1.0,2,1.0,0.0,2.0,7,0.7666666666666667,6,3,4,10,Chamberí,88.0,13.0,92.41572266126084
821860,40.41013,-3.70453,68,3,465,3.97,266,1.0,2,,,1.0,7,0.7666666666666667,6,5,1,6,Centro,106.0,15.0,50.39691226539826
1079722,40.4287,-3.6862,67,3,188,1.53,71,1.0,1,,,1.0,7,0.7666666666666667,6,5,3,13,Salamanca,120.0,16.0,43.05016229020249
833871,40.42556,-3.70175,59,2,227,1.79,305,1.0,4,1.0,0.0,2.0,5,0.8333333333333334,5,13,1,1,Centro,106.0,15.0,108.73739287593824
834562,40.46913,-3.58258,119,2,224,1.82,42,2.0,8,4.0,1.0,7.0,12,0.6,5,22,7,32,Barajas,49.5,4.0,146.0079854182223
1082942,40.40912,-3.70074,74,4,63,0.68,147,1.0,2,1.0,1.0,2.0,0,1.0,5,16,1,6,Centro,106.0,15.0,95.028789544872
1085898,40.41301,-3.70848,136,3,29,0.27,129,1.0,4,1.0,0.0,2.0,10,0.6666666666666666,5,18,1,4,Centro,106.0,15.0,121.32114199471692
834675,40.39826,-3.66722,31,2,162,1.4,87,1.0,2,,,2.0,27,0.1,5,29,14,82,Puente de Vallecas,50.0,5.0,49.28668937502021
